GEOID,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty
36047025500,23003,47297,5558,0.2222,0.3215
36047025600,52052,100298,3134,0.6875,0.2627
36047025700,99821,131458,2584,0.3929,0.1943
36047025800,58490,67917,4871,0.4344,0.2718
36047025901,62734,164808,2077,0.1884,0.2345
36047025902,20045,28656,3694,0.2317,0.4458
36047026000,47948,43155,3402,0.5154,0.0927
36047026100,65957,87648,5358,0.2658,0.3861
36047026200,80139,73625,2819,0.6998,0.0702
36047026300,67143,135435,2097,0.3433,0.2145
36047026400,67524,83720,4446,0.4885,0.1357
36047026500,75612,169423,4192,0.3332,0.1478
36047026600,45893,46176,3662,0.5081,0.147
36047026700,96618,144267,4533,0.367,0.0814
36047026800,77716,110556,4917,0.5933,0.1592
36047026900,90962,212991,3249,0.4092,0.1455
36047027000,33611,52097,2519,0.6115,0.3505
36047027100,68750,248101,3553,0.3908,0.1663
36047027200,71174,95343,3803,0.5838,0.1749
36047027300,78555,121760,3899,0.5312,0.0988
36047027400,52551,81454,3412,0.5674,0.1636
36047027500,89464,141313,5031,0.3769,0.1729
36047027600,56652,56472,3996,0.5739,0.1529
36047027700,62813,83352,4473,0.3947,0.252
36047027800,61975,96061,3337,0.5052,0.1217
36047027900,77220,119691,3459,0.4488,0.1891
36047028000,86509,85573,1946,0.6498,0.1131
36047028100,37243,56250,5175,0.2183,0.3173
36047028200,55644,109766,3623,0.6486,0.1537
36047028300,40559,76917,4015,0.2756,0.3154
36047028400,63009,57443,3614,0.5188,0.1467
36047028501,50278,77930,356,0.0732,0.3081
36047028502,40456,62706,3173,0.1333,0.416
36047028600,42024,64958,5797,0.475,0.2989
36047028700,57321,52861,3488,0.3232,0.2372
36047028800,63625,91250,3703,0.5263,0.1976
36047028900,38750,60062,3782,0.3466,0.2971
36047029000,44070,116779,3852,0.3954,0.3442
36047029100,87917,136271,3525,0.3798,0.1401
36047029200,41827,64831,2766,0.4314,0.2021
36047029300,47375,73431,3553,0.3314,0.172
36047029400,66146,54050,2614,0.5731,0.1833
36047029500,80197,166394,4113,0.5609,0.1918
36047029600,53825,72670,6037,0.4949,0.3157
36047029700,85577,104300,4761,0.4591,0.1619
36047029800,59242,65833,4387,0.7082,0.2505
36047029900,54719,84814,2431,0.3097,0.3469
36047030000,64881,100565,4415,0.5269,0.1773
36047030100,95530,104016,3350,0.5236,0.2683
36047030200,76625,112772,4448,0.7765,0.1612
36047030300,38308,76780,5007,0.2012,0.2771
36047030400,48929,75839,4547,0.623,0.2131
36047030500,112854,233644,7144,0.3583,0.0876
36047030600,48507,91818,2002,0.6567,0.1547
36047030700,39375,61031,7284,0.2702,0.4334
36047030800,53393,82759,1944,0.6904,0.091
36047030900,59484,128289,2444,0.4298,0.2066
36047031100,65139,100965,3014,0.3098,0.2508
36047031300,90828,250001,5111,0.3059,0.1629
36047031401,76908,84399,5157,0.6663,0.0615
36047031500,78851,122219,5348,0.2251,0.103
36047031701,88325,164350,3792,0.4316,0.067
36047031702,95486,148068,3834,0.3526,0.0885
36047031900,75021,250001,3100,0.3535,0.0884
36047032100,60446,58042,5254,0.265,0.1156
36047032300,77450,157798,3575,0.3166,0.2028
36047032500,58641,130855,6321,0.2343,0.2213
36047032600,33467,51873,7510,0.3963,0.4284
36047032700,58750,91062,2870,0.2928,0.1652
36047032800,29289,44194,2848,0.3742,0.2244
36047032900,59636,176429,6174,0.3255,0.2426
36047033000,19215,86049,5007,0.3419,0.4224
36047033100,48393,75009,4441,0.3864,0.2538
36047033300,67663,53801,4578,0.3895,0.1903
36047033500,76771,118995,3218,0.583,0.1878
36047033600,82500,177159,5217,0.8385,0.16
36047033701,54981,85220,2603,0.2747,0.0515
36047033702,68167,105658,1660,0.6905,0.2106
36047033900,51950,128618,4720,0.2558,0.2554
36047034000,16978,26315,1998,0.2977,0.5048
36047034100,66357,121599,3240,0.4399,0.1962
36047034200,20469,21820,6615,0.2865,0.4014
36047034300,31420,48701,5340,0.1928,0.3923
36047034500,50982,57847,2833,0.3209,0.1497
36047034700,34122,139405,3720,0.1612,0.2077
36047034800,49256,46250,2851,0.5064,0.3066
36047034901,42229,51250,1937,0.191,0.08
36047034902,43125,85107,3934,0.2844,0.2072
36047035000,44871,77037,3355,0.5452,0.1827
36047035101,39489,45510,2565,0.4435,0.3103
36047035102,72955,82426,2659,0.3503,0.1621
36047035200,12073,18713,1401,0.1169,0.561
36047035301,39107,43333,2731,0.1733,0.2578
36047035302,80565,82337,3022,0.3502,0.0489
36047035400,52143,85453,6315,0.5614,0.1124
36047035500,52695,80167,5772,0.3764,0.1462
36047035601,31910,49460,2879,0.4659,0.1723
36047035602,55995,73309,5875,0.5678,0.0803
36047035701,38793,86683,2414,0.2039,0.2705
36047035900,67432,83750,5944,0.2704,0.2201
36047036001,27700,42935,3055,0.2746,0.2769
36047036002,30136,209840,4311,0.1597,0.3142
36047036100,20636,42455,2914,0.3008,0.3746
36047036200,53464,65658,3866,0.5136,0.2401
36047036300,36037,55857,5861,0.3191,0.331
36047036400,53528,62188,2441,0.3885,0.163
36047036501,45096,90234,3299,0.3865,0.2201
36047036502,44926,69635,1655,0.4898,0.3303
36047036600,43806,41490,4315,0.4797,0.3518
36047036700,60368,93570,1942,0.4527,0.1988
36047036900,36605,70435,5840,0.2153,0.2715
36047037000,81000,143523,4358,0.7819,0.17
36047037100,78750,96389,5344,0.475,0.1718
36047037300,62542,96940,4831,0.2475,0.3044
36047037401,52625,108026,4735,0.5912,0.1563
36047037402,44472,60417,4967,0.5147,0.1415
36047037500,68594,89808,3269,0.4049,0.1302
36047037700,70865,137368,5229,0.4801,0.1926
36047037900,56645,82500,5122,0.479,0.2519
36047038100,52131,80803,5605,0.392,0.2196
36047038200,17806,43712,6190,0.2255,0.4785
36047038300,77917,136977,5573,0.5108,0.2163
36047038500,83079,164851,4556,0.4311,0.1288
36047038600,84125,83182,3336,0.7259,0.1214
36047038700,51125,79243,4157,0.4564,0.3328
36047038800,76311,129360,4691,0.6361,0.1801
36047038900,83681,89718,3072,0.4858,0.1885
36047039000,69408,68794,2592,0.7368,0.1586
36047039100,93964,145644,3844,0.3485,0.2029
36047039200,58327,159417,3370,0.6803,0.0899
36047039300,84148,67222,4284,0.2438,0.1716
36047039400,39091,60591,2184,0.5068,0.2953
36047039500,52264,81009,3838,0.267,0.3163
36047039600,59063,91547,2090,0.7476,0.1732
36047039700,57339,88875,3076,0.3323,0.2529
36047039800,76600,118730,3103,0.5835,0.1751
36047039900,55517,101250,4551,0.3554,0.2169
36047040000,51991,95833,3073,0.6186,0.1434
36047040100,49565,55833,3423,0.3793,0.3376
36047040200,64118,90966,2936,0.6155,0.1866
36047040300,75298,134609,4094,0.3429,0.2191
36047040400,80000,124000,2563,0.7639,0.1311
36047040500,67188,87716,1584,0.3778,0.1597
36047040600,66196,44115,3992,0.5009,0.1383
36047040800,84753,64545,3862,0.7085,0.095
36047040900,56020,86831,4358,0.349,0.3531
36047041000,63224,115179,2055,0.7085,0.1637
36047041100,54128,83898,3778,0.358,0.1898
36047041200,106000,164300,3454,0.5251,0.2626
36047041300,64267,67986,3646,0.4239,0.2013
36047041401,66250,148188,1396,0.7364,0.1948
36047041402,51735,26625,2052,0.5802,0.2042
36047041500,84072,60099,4472,0.4135,0.2066
36047041600,56695,55990,2178,0.7591,0.1116
36047041700,24948,101638,3330,0.2487,0.2462
36047041800,55000,150778,2785,0.517,0.1908
36047041900,58636,37043,3866,0.3395,0.3213
36047042000,70588,109411,1812,0.6062,0.1625
36047042100,86964,64048,4505,0.3251,0.1545
36047042200,60918,49211,3624,0.7112,0.2127
36047042300,83949,58636,3990,0.3564,0.1145
36047042400,62321,77461,3753,0.5102,0.1553
36047042500,88650,153346,3412,0.3133,0.224
36047042600,67375,138750,4782,0.4749,0.2539
36047042700,82917,128521,4690,0.282,0.1746
36047042800,72344,112133,3892,0.6542,0.0928
36047042900,64063,110859,5558,0.2171,0.2566
36047043000,46038,50287,3738,0.5239,0.1578
36047043100,77633,53510,4695,0.2419,0.1808
36047043200,78173,134600,4504,0.5317,0.1055
36047043300,33641,144107,3820,0.2134,0.3223
36047043400,54375,55125,4014,0.5832,0.3084
36047043500,71049,110536,5191,0.3864,0.2179
36047043600,58193,90199,5057,0.5814,0.1966
36047043700,60667,88073,6041,0.4021,0.1933
36047043800,65357,75129,2463,0.5571,0.1398
36047043900,80286,70208,3919,0.45,0.1391
36047044000,67250,127581,2952,0.6033,0.1958
36047044100,53594,158105,5563,0.368,0.3207
36047044200,72837,74889,2499,0.7247,0.1929
36047044300,84180,110568,4537,0.325,0.1657
36047044400,54265,90625,3900,0.5476,0.2733
36047044500,77451,53201,4519,0.445,0.1562
36047044600,68051,78224,2055,0.6207,0.1066
36047044700,73438,114167,2487,0.2304,0.4242
36047044800,67750,39280,1918,0.6203,0.1072
36047044901,52716,58750,2884,0.2635,0.2445
36047045000,75446,116941,982,0.7711,0.3595
36047045200,73393,113759,2766,0.7241,0.0839
36047045300,57143,58750,2291,0.2196,0.4363
36047045400,96875,150156,1737,0.6949,0.1434
36047045600,68056,105486,2202,0.4484,0.2048
36047045800,84018,130227,1196,0.7783,0.1204
36047046000,82500,221719,3529,0.4849,0.1252
36047046201,38050,58977,2287,0.5014,0.1412
36047046202,82450,108690,1960,0.7609,0.1152
36047046400,54740,127917,2847,0.6273,0.3516
36047046800,35930,27917,2213,0.4685,0.1866
36047047000,73750,100096,2527,0.7799,0.1215
36047047200,78125,27969,3009,0.5686,0.1984
36047047400,56500,74375,2590,0.509,0.3301
36047047600,46250,71687,3132,0.5191,0.1611
36047047700,164647,239811,4017,0.4322,0.1064
36047047800,63000,51542,4398,0.5346,0.1471
36047048000,26159,40546,3324,0.3407,0.3755
36047048100,81613,126500,3053,0.3307,0.1143
36047048200,53804,83396,5545,0.4187,0.1614
36047048400,56809,88053,5889,0.5359,0.2142
36047048500,93929,178015,2329,0.3542,0.231
36047048600,55236,59125,3556,0.4547,0.2011
36047048800,61013,51188,4420,0.5606,0.1326
36047048900,25154,38988,3709,0.2141,0.3917
36047049000,58965,42143,5573,0.3862,0.1615
36047049100,36653,61759,6993,0.2713,0.3479
36047049200,72058,250001,2978,0.5028,0.2408
36047049301,20465,31720,2408,0.128,0.4448
36047049302,47238,73218,5262,0.3541,0.374
36047049400,88846,92181,5372,0.506,0.1125
36047049500,89375,178438,2546,0.2266,0.1915
36047049600,68474,57958,3938,0.4211,0.1314
36047049700,107625,237067,3076,0.5315,0.054
36047049800,67580,104749,4036,0.451,0.0565
36047049900,88958,250001,2088,0.5311,0.0805
36047050001,107333,232305,2250,0.6492,0.008
36047050002,148320,198646,1966,0.4385,0.0214
36047050100,98750,153062,3373,0.3594,0.1462
36047050202,97195,229375,2460,0.638,0.0984
36047050300,127993,250001,2910,0.2971,0.1014
36047050401,128443,199086,3171,0.5508,0.106
36047050402,134602,208633,1758,0.3319,0.0939
36047050500,63468,115736,4136,0.2592,0.2749
36047050600,73077,89362,5820,0.4044,0.1568
36047050700,50667,78533,3780,0.4411,0.3492
36047050801,70134,108707,3719,0.2964,0.1899
36047050803,67000,103850,2752,0.241,0.159
36047050804,87124,135042,6597,0.3773,0.0963
36047050900,37003,52438,6003,0.4549,0.5606
36047051001,54246,37632,4491,0.1883,0.1548
36047051002,55974,50417,4038,0.2523,0.0825
36047051100,79675,177560,4491,0.3285,0.2302
36047051200,65847,98750,6470,0.3832,0.1654
36047051300,121607,188490,5825,0.3104,0.1624
36047051400,72477,106406,7733,0.3396,0.1561
36047051500,167917,250001,2812,0.3863,0.0781
36047051601,56834,63571,5132,0.3966,0.1773
36047051602,67276,112917,3843,0.3205,0.1073
36047051700,171375,180677,2857,0.3744,0.07
36047051800,84748,160577,3455,0.4024,0.116
36047051900,188567,186220,5257,0.3476,0.059
36047052000,108994,191845,3951,0.531,0.1182
36047052300,91750,104306,5376,0.238,0.1706
36047052500,28050,51890,3321,0.248,0.2993
36047052600,73895,114537,4366,0.424,0.1359
36047052700,61966,73884,6917,0.2763,0.1557
36047052800,107188,250001,1935,0.6913,0.1083
36047052900,27456,20599,2920,0.3505,0.4542
36047053000,60365,108690,4133,0.5786,0.283
36047053102,61458,95259,6244,0.5385,0.4609
36047053200,65603,115526,2759,0.5079,0.1562
36047053300,24834,38492,6367,0.2318,0.5087
36047053400,50444,86350,4927,0.5069,0.184
36047053500,26760,41478,4033,0.2226,0.5078
36047053700,46719,72414,4275,0.509,0.3939
36047053800,63750,137988,5759,0.4433,0.1038
36047053900,23011,35667,2878,0.3229,0.5539
36047054200,45549,70600,4138,0.5262,0.1631
36047054400,67011,64234,4140,0.7386,0.1056
36047054500,23456,22621,7650,0.1945,0.6207
36047054600,57017,32129,5445,0.4203,0.1929
36047054700,72130,44655,6717,0.3577,0.3104
36047054800,82788,128321,2248,0.6178,0.1723
36047054900,122717,190211,4577,0.3566,0.2396
36047055000,67391,94231,3773,0.5394,0.1555
36047055100,109662,169976,5413,0.356,0.1391
36047055200,81250,82243,3625,0.3914,0.1148
36047055300,117750,182512,3065,0.3145,0.2154
36047055400,51667,122895,4252,0.4613,0.1312
36047055500,174028,250001,9345,0.4155,0.0626
36047055600,60458,49005,4079,0.5894,0.2879
36047055700,107410,166485,1834,0.253,0.0769
36047055800,67500,104625,2511,0.4688,0.2013
36047056100,126159,178611,3776,0.4374,0.0592
36047056200,115867,201111,1936,0.8897,0.0057
36047056301,121250,246389,4387,0.4282,0.1485
36047056302,63627,130179,1638,0.2894,0.1319
36047056400,78409,129167,2735,0.8095,0.0987
36047056500,110673,208056,3432,0.2801,0.0533
36047056600,88472,107212,2679,0.7092,0.2131
36047056800,82955,128580,1440,0.7744,0.1861
36047056900,148333,250001,1762,0.4474,0.0231
36047057000,69987,110750,3790,0.6494,0.1055
36047057100,104761,162379,4036,0.2398,0.0505
36047057200,25498,70041,5394,0.2277,0.3396
36047057300,93036,144205,2545,0.4125,0.1144
36047057400,87893,128333,2993,0.8048,0.1103
36047057500,107365,111298,4417,0.415,0.1313
36047057600,84500,153500,3157,0.5777,0.1006
36047057800,60823,83971,2964,0.5632,0.2171
36047057901,121031,187598,1274,0.1913,0.2429
36047058000,43375,102051,4214,0.4898,0.2501
36047058200,66000,148750,2697,0.5481,0.0764
36047058400,67315,121406,3655,0.5135,0.0635
36047058600,74347,90139,2769,0.7169,0.1696
36047058800,78375,121481,3542,0.5737,0.0802
36047058901,95357,168594,1804,0.5551,0.0671
36047059000,80147,135667,2025,0.4226,0.2267
36047059100,123872,192001,3963,0.4648,0.0505
36047059200,71167,122813,4190,0.4596,0.1706
36047059300,95595,137500,2396,0.488,0.126
36047059402,80167,175719,5942,0.7732,0.0692
36047059403,84389,156910,3456,0.574,0.1305
36047059404,56771,204211,4313,0.5583,0.1348
36047059600,50000,77500,2445,0.677,0.1292
36047059800,76312,118283,3712,0.6171,0.1767
36047060000,87365,199904,6344,0.7113,0.0976
36047060600,71994,166875,2896,0.495,0.1398
36047060800,86607,134240,3986,0.6218,0.1167
36047061002,82515,127898,5247,0.577,0.1193
36047061003,51597,93750,1842,0.3783,0.3018
36047061004,33685,34923,6218,0.3036,0.1619
36047061200,135500,166333,1169,0.8057,0.0355
36047061600,126375,246094,1508,0.7907,0.0108
36047062000,94348,123359,2021,0.8764,0.0643
36047062200,82422,131964,2786,0.6332,0.1453
36047062600,73472,85750,3105,0.687,0.0808
36047062800,99710,131719,5009,0.8867,0.0783
36047063200,81196,125853,1471,0.8522,0.1332
36047063600,128636,199385,1254,0.8443,0.0813
36047063800,97981,128750,2258,0.7957,0.0463
36047064000,127917,250001,1768,0.8759,0.0328
36047064200,57466,130156,2617,0.7441,0.2442
36047064400,82500,131111,2981,0.8024,0.1675
36047064600,84833,138095,2337,0.821,0.0308
36047064800,108846,139107,2430,0.8578,0.0835
36047065000,74159,250001,1524,0.6266,0.0903
36047065200,98103,129904,1173,0.9278,0.0153
36047065400,110500,194167,1592,0.919,0.0452
36047065600,104653,171484,1900,0.8508,0.0342
36047065800,84427,213036,1853,0.8136,0.0907
36047066000,133571,152813,2100,0.81,0.009
36047066200,83446,120583,1392,0.8253,0.0524
36047067000,82629,155385,2928,0.6384,0.0997
36047067200,73807,61667,1713,0.7495,0.042
36047067400,135139,183500,1968,0.8521,0.0412
36047067600,89265,217266,1847,0.7849,0.131
36047067800,89844,155294,3312,0.7796,0.116
36047068000,105272,163171,2096,0.7121,0.0177
36047068200,94957,156860,2587,0.6834,0.0768
36047068600,72500,250001,1721,0.704,0.0383
36047068800,80481,220250,1872,0.7561,0.0279
36047069000,117292,121477,2007,0.7147,0.0665
36047069200,109167,154750,2354,0.7817,0.0231
36047069601,86023,183393,3400,0.8039,0.0512
36047069602,84619,250001,5748,0.8118,0.0882
36047069800,122019,136908,1534,0.9118,0.0146
36047070000,84034,213750,1344,0.7216,0.032
36047070201,113707,176245,5775,0.8918,0.0274
36047070601,128385,198996,3468,0.9512,0.0291
36047072000,66285,128839,2109,0.6992,0.2541
36047072200,60048,87371,3165,0.7611,0.2057
36047072400,76458,136641,1939,0.7165,0.0562
36047072600,89814,126161,2392,0.8306,0.0635
36047072800,70096,163681,3791,0.6541,0.0807
36047073000,117857,91417,2676,0.6517,0.0183
36047073200,61572,56375,2195,0.7839,0.1508
36047073400,95515,95882,1720,0.7424,0.0087
36047073600,61292,57067,3186,0.6273,0.118
36047073800,51719,117583,3863,0.5866,0.073
36047074000,66250,46615,3963,0.6701,0.1835
36047074200,68931,128068,3144,0.5495,0.123
36047074400,143565,131964,3084,0.8815,0.0318
36047074600,91000,167500,2643,0.7054,0.0543
36047074800,73000,113150,1725,0.6529,0.2012
36047075000,87134,81053,3104,0.6464,0.0413
36047075200,160536,248830,1076,1.0,0.0
36047075400,101581,124219,1262,0.8677,0.0166
36047075600,79583,115192,2121,0.8479,0.0646
36047075800,69375,136420,1742,0.7418,0.0534
36047076000,46949,72770,2935,0.5575,0.1768
36047076200,55500,110321,4633,0.4071,0.2907
36047076400,72889,127411,4230,0.4704,0.2071
36047076600,76250,112955,2182,0.4077,0.0839
36047076800,58663,109079,4064,0.6551,0.1316
36047077000,88482,137147,2583,0.5197,0.0808
36047077200,83555,221696,3560,0.6065,0.121
36047077400,82562,84438,3441,0.4898,0.1078
36047077600,78561,120852,3882,0.5684,0.0353
36047078000,92391,113932,2413,0.8588,0.0212
36047078200,62470,78125,4349,0.4426,0.1364
36047078400,108500,156250,2830,0.6354,0.0679
36047078601,63891,128235,2475,0.3281,0.1689
36047078602,54030,83746,2122,0.3617,0.1823
36047078801,51838,51192,2208,0.4597,0.1372
36047078802,56635,108313,1793,0.3763,0.1948
36047079001,97576,151242,1747,0.4057,0.0859
36047079002,58851,59688,3042,0.4172,0.1571
36047079201,75417,116896,1200,0.4368,0.1025
36047079202,65192,158478,2255,0.4248,0.2084
36047079400,50714,78606,1978,0.3419,0.2162
36047079601,81056,177875,3681,0.3187,0.1413
36047079602,68513,66442,5324,0.2879,0.1726
36047079801,71583,110953,3198,0.2919,0.0285
36047079802,84426,123895,5129,0.3004,0.1337
36047080000,69543,128472,3697,0.5285,0.1262
36047080200,89289,159792,5008,0.3939,0.0692
36047080400,52500,97396,3238,0.3464,0.1198
36047080600,62135,96190,3466,0.3965,0.1823
36047080800,11988,58750,1796,0.1292,0.5787
36047081000,63362,98211,2530,0.5032,0.1499
36047081400,69938,96250,2655,0.4468,0.0763
36047081600,56555,126875,2922,0.4179,0.1204
36047081800,80000,84063,4280,0.3177,0.1084
36047082000,48475,75136,5436,0.2378,0.2177
36047082200,66323,97333,7594,0.1678,0.121
36047082400,51419,57216,5116,0.2719,0.1185
36047082600,65866,150441,4923,0.4225,0.1568
36047082800,70189,108792,3531,0.3983,0.09
36047083000,57348,88889,6490,0.4964,0.1008
36047083200,75625,68875,2135,0.6916,0.0798
36047083400,78906,96477,1650,0.7461,0.1075
36047083600,85449,157222,2031,0.7405,0.0906
36047083800,85060,84716,2109,0.6788,0.0715
36047084000,69948,119398,2631,0.5636,0.0546
36047084600,53281,82585,1905,0.6119,0.0394
36047084800,88438,137078,1645,0.5856,0.1054
36047085000,89531,187396,1747,0.8022,0.0996
36047085400,62361,103036,1998,0.5063,0.0976
36047085600,71141,70331,3947,0.4869,0.2164
36047085800,65865,102090,1995,0.5524,0.0532
36047086000,66531,157042,3323,0.5184,0.0488
36047086200,49861,116875,3008,0.4988,0.1346
36047086400,70750,99091,2922,0.5333,0.1314
36047086600,67995,118068,3289,0.5447,0.1515
36047086800,42171,58988,3366,0.3643,0.1696
36047087000,54432,120000,3253,0.515,0.209
36047087200,61538,90882,3045,0.6102,0.1999
36047087401,39814,137766,3730,0.3152,0.2216
36047087600,41129,38924,1825,0.4404,0.2049
36047087800,56875,88156,2448,0.3608,0.1914
36047088001,45375,70331,2135,0.5513,0.1338
36047088002,87448,134022,1187,0.7815,0.0758
36047088200,48200,92770,6411,0.364,0.0841
36047088400,38703,59989,4640,0.2957,0.3381
36047088600,42344,89125,4078,0.3965,0.2524
36047088800,44754,96083,4191,0.3388,0.2167
36047089000,55550,96547,6935,0.2783,0.1324
36047089200,26807,40096,3130,0.1298,0.4266
36047089400,55352,85795,3369,0.4279,0.3253
36047089600,21553,33407,3272,0.2251,0.4031
36047089800,56054,90682,2227,0.3395,0.1985
36047090000,38088,56700,4542,0.2518,0.3668
36047090200,37557,86917,3509,0.276,0.3744
36047090600,19049,31829,3476,0.0973,0.4025
36047090800,15050,23327,5498,0.1505,0.5811
36047091000,14446,22391,4613,0.1426,0.4598
36047091200,14692,30063,5312,0.166,0.4226
36047091600,18043,27966,3686,0.2578,0.3594
36047091800,30781,47710,2340,0.3756,0.2821
36047092000,32711,50702,2247,0.3712,0.2817
36047092200,34867,117561,2335,0.3519,0.0741
36047092400,31020,38446,2673,0.2029,0.2514
36047092800,69149,125250,2745,0.6631,0.0798
36047093000,82566,127222,3046,0.7047,0.0912
36047093200,34271,123523,1537,0.4218,0.2004
36047093400,79595,123372,2585,0.7275,0.0886
36047093600,68638,102417,1679,0.6011,0.0578
36047093800,83153,101118,2736,0.5707,0.0866
36047094401,75000,236193,3330,0.6845,0.1492
36047094402,30916,103654,3314,0.261,0.309
36047094600,84595,93580,1888,0.7485,0.0493
36047095000,83846,121250,2751,0.5312,0.0859
36047095400,96597,141538,4340,0.6125,0.0806
36047095600,78547,84464,4524,0.6554,0.1065
36047095800,69120,107136,3378,0.7816,0.1081
36047096200,67344,102596,1679,0.7828,0.0717
36047096400,67763,128816,2469,0.512,0.129
36047096600,66968,103800,2525,0.6544,0.2165
36047096800,91080,81932,1511,0.67,0.0821
36047097000,77895,121597,2696,0.6834,0.1376
36047097400,76767,118988,2792,0.6786,0.1603
36047098200,22309,20612,4526,0.22,0.466
36047098400,97386,110172,2233,0.7699,0.0335
36047098600,81369,89241,2857,0.7614,0.091
36047098800,83628,100302,3348,0.7231,0.0556
36047099000,77721,57422,1742,0.798,0.1824
36047099200,81542,82250,2483,0.8659,0.1104
36047099400,100266,127188,2057,0.8375,0.0773
36047099600,65260,101153,3496,0.6162,0.0541
36047099800,80938,125453,4005,0.6688,0.0447
36047100400,76207,117875,3004,0.7242,0.0806
36047100600,96597,108846,2809,0.689,0.1
36047100800,84348,104269,2236,0.6437,0.0683
36047101000,59070,124625,2293,0.4942,0.2058
36047101200,85556,131176,2324,0.7761,0.0873
36047101400,86923,110776,2169,0.7874,0.0799
36047101600,106944,183352,1710,0.8865,0.0224
36047101800,86188,250001,2176,0.7716,0.0483
36047102000,111767,168380,2261,0.8637,0.0327
36047102200,72273,69688,2364,0.6958,0.0351
36047102400,74643,209559,2245,0.7599,0.1376
36047102600,100417,107344,3193,0.7956,0.0924
36047102801,86300,86700,1610,0.7957,0.0732
36047103401,17871,33704,4379,0.3609,0.4679
36047105801,19826,30730,6094,0.2709,0.3632
36047105804,39446,75029,6831,0.3693,0.1816
36047107001,53073,87679,2992,0.4023,0.1866
36047107800,73847,74674,4667,0.6326,0.0969
36047109800,52886,50526,2460,0.4977,0.2736
36047110400,41949,65020,4811,0.3542,0.2118
36047110600,28000,61350,4994,0.2476,0.4203
36047111000,28365,43965,3120,0.1694,0.2311
36047111600,72472,78125,3617,0.6319,0.1453
36047111800,75299,116713,3953,0.3563,0.2058
36047112000,54706,84794,3353,0.3782,0.2935
36047112200,22734,35237,2946,0.4599,0.3962
36047112400,44875,55366,3938,0.4755,0.2387
36047112600,49311,76432,4029,0.2782,0.289
36047112800,40063,159868,4024,0.3261,0.3951
36047113000,47700,108603,4087,0.4122,0.1916
36047113200,50149,112768,2315,0.4964,0.1196
36047113400,27059,41941,2566,0.0734,0.3366
36047114202,58576,87000,3001,0.4473,0.2886
36047114400,72711,65114,2849,0.3524,0.3473
36047114600,35464,54969,3119,0.4272,0.2421
36047115000,63106,97814,2839,0.4269,0.1624
36047115200,48894,75785,3664,0.5144,0.1512
36047115600,25842,40055,4320,0.3221,0.3413
36047115800,57617,84118,3020,0.4984,0.2281
36047116000,41724,64672,2781,0.4737,0.2804
36047116200,54097,125707,2728,0.6267,0.2658
36047116400,60137,93212,4063,0.524,0.1757
36047116600,51477,78750,3028,0.4658,0.1277
36047116800,61121,46281,2538,0.5592,0.1414
36047117201,56906,91894,2427,0.6294,0.2625
36047117202,67929,90763,4492,0.3432,0.1291
36047117601,54167,83958,3333,0.394,0.1482
36047117602,53444,90875,2782,0.3376,0.1617
36047117800,49423,70365,1924,0.7077,0.1323
36047118201,72098,97734,3329,0.3093,0.1433
36047118202,60438,93678,3581,0.4234,0.2052
36047118400,66408,68904,4899,0.4485,0.1435
36047118600,75583,112768,3516,0.5657,0.0797
36047118800,59112,57188,4814,0.3734,0.1993
36047119000,48375,68478,2372,0.3063,0.3681
36047119200,85071,98438,3421,0.4902,0.1584
36047119400,55788,86471,5898,0.4761,0.3376
36047119600,43916,68069,5099,0.4067,0.2716
36047119800,38854,60223,3664,0.4523,0.3507
36047120000,34522,116625,2769,0.3031,0.2045
36047120200,80170,124263,2160,0.5222,0.1514
36047120801,69235,107314,5672,0.5113,0.0962
