GEOID,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty
36047120802,30707,47595,4556,0.3355,0.3205
36047120803,29331,45463,1916,0.267,0.1173
36047121000,14494,2499,4237,0.0293,0.5336
36047121400,20600,30417,4720,0.1933,0.4856
36047122000,48036,74455,6741,0.4749,0.2074
36047123700,45333,70266,8372,0.3997,0.5237
36047150200,112228,213523,2807,0.6884,0.046
36047152200,205227,205441,3578,0.8401,0.0355
36061000201,32286,63828,2740,0.0724,0.5473
36061000202,31806,114758,6789,0.1703,0.3096
36061000600,19692,95195,10732,0.1364,0.3853
36061000700,193276,250001,8653,0.0813,0.0346
36061000800,28269,80579,9189,0.1269,0.2883
36061000900,208438,323078,1906,0.1434,0.0793
36061001001,101893,161406,1615,0.4994,0.0099
36061001002,22183,18022,5520,0.1418,0.4437
36061001200,83669,137353,4372,0.2704,0.2169
36061001300,193065,250001,4844,0.158,0.0884
36061001401,95515,188625,3071,0.3862,0.0821
36061001402,33793,52379,3133,0.0794,0.2893
36061001501,109832,161827,7749,0.2393,0.0812
36061001502,197993,201838,8133,0.1326,0.0699
36061001600,41583,64453,8133,0.1447,0.1197
36061001800,71567,65664,7271,0.1187,0.1437
36061002000,25833,26719,5015,0.1339,0.405
36061002100,250001,250001,7379,0.1733,0.0166
36061002201,26021,40332,6689,0.2041,0.3334
36061002202,114676,177747,2422,0.1476,0.1383
36061002400,14533,31845,4385,0.1955,0.5991
36061002500,21381,33140,5289,0.147,0.5052
36061002601,32727,69250,4171,0.0899,0.3074
36061002602,68537,250001,3683,0.1614,0.1967
36061002700,107031,76667,1253,0.2129,0.17
36061002800,52448,149844,6483,0.245,0.2033
36061002902,28615,44353,4197,0.2155,0.3207
36061003001,78935,35282,3718,0.1649,0.1947
36061003002,73607,125288,3126,0.1517,0.2418
36061003100,193667,250001,2684,0.1575,0.0885
36061003200,82984,128625,8000,0.2617,0.152
36061003300,250001,250001,5647,0.3532,0.0142
36061003400,92569,48331,6981,0.1952,0.3071
36061003601,44193,68594,2940,0.1373,0.1694
36061003602,130924,202932,3561,0.1198,0.2312
36061003700,211979,250001,3338,0.2487,0.0461
36061003800,72736,112740,8137,0.1081,0.1424
36061003900,190563,250001,6830,0.4777,0.0675
36061004001,111985,173576,3004,0.1286,0.092
36061004002,139865,216790,6135,0.0995,0.2052
36061004100,97287,250001,7854,0.1752,0.1466
36061004200,128578,250001,5347,0.1232,0.1466
36061004300,102763,215547,3788,0.1124,0.1476
36061004400,125895,250001,16629,0.2732,0.1315
36061004500,145370,250001,1189,0.2782,0.1009
36061004700,137882,213717,2714,0.145,0.0797
36061004800,164620,192738,6541,0.2189,0.0797
36061004900,119821,250001,4411,0.2805,0.0921
36061005000,168125,194089,5042,0.2076,0.0566
36061005200,165972,250001,3254,0.338,0.0818
36061005400,164700,250001,4851,0.2436,0.0424
36061005501,178008,178500,5073,0.3123,0.1656
36061005502,129250,250001,1912,0.2271,0.1025
36061005600,162105,250001,4190,0.1654,0.1766
36061005700,198529,240250,3016,0.3831,0.0283
36061005800,138706,250001,4017,0.1576,0.1267
36061005900,151031,250001,5047,0.3146,0.0697
36061006000,189625,250001,5698,0.3716,0.0246
36061006100,244702,250001,5143,0.4007,0.0406
36061006200,100403,250001,4385,0.079,0.2046
36061006300,160781,250001,6456,0.2565,0.0618
36061006400,102312,250001,7415,0.204,0.1537
36061006500,106561,165169,5933,0.1781,0.0825
36061006600,101127,156746,12022,0.2472,0.092
36061006700,113685,176211,5093,0.1239,0.0408
36061006800,136962,212291,8293,0.2086,0.1183
36061006900,237500,368125,2450,0.2927,0.0419
36061007001,110150,170732,3572,0.3255,0.0273
36061007002,130405,168750,4292,0.271,0.1393
36061007100,176711,250001,5384,0.1431,0.0588
36061007200,141161,218799,7882,0.1043,0.0463
36061007300,142409,220733,5428,0.1679,0.0984
36061007400,178045,275969,4805,0.0907,0.0697
36061007500,109250,224167,3610,0.2537,0.0676
36061007600,131429,189196,2258,0.0927,0.1187
36061007700,143750,136349,5849,0.1463,0.0757
36061007800,151900,221908,9494,0.1067,0.0393
36061007900,104246,250001,4170,0.2397,0.0806
36061008000,148750,220150,5282,0.1963,0.0688
36061008100,144375,250001,7318,0.1672,0.0443
36061008200,165911,207217,3567,0.1277,0.0563
36061008300,56197,93866,4073,0.2078,0.2261
36061008400,200521,250001,1466,0.0906,0.0758
36061008601,153333,250001,3042,0.2197,0.1555
36061008603,204292,250001,5226,0.4193,0.0329
36061008700,172825,250001,6216,0.1745,0.0912
36061008800,119571,250001,8108,0.2337,0.0475
36061008900,111131,250001,5844,0.2275,0.1688
36061009000,146289,250001,7775,0.1711,0.0862
36061009100,148859,250001,6656,0.2321,0.165
36061009200,153661,238174,1541,0.1203,0.0313
36061009300,87706,140582,10198,0.2311,0.1405
36061009500,154274,250001,3151,0.1219,0.0503
36061009600,98846,153211,220,0.1588,0.0227
36061009700,64672,100241,4620,0.1305,0.1308
36061009800,99657,250001,7426,0.1835,0.1321
36061009901,250001,250001,1877,0.2943,0.0315
36061009902,140077,140968,3210,0.1307,0.0576
36061009903,143011,221667,744,0.0698,0.097
36061010000,101406,157179,1747,0.0667,0.0504
36061010100,101500,176250,1683,0.1006,0.1753
36061010200,83857,129978,214,0.141,0.1215
36061010300,110756,171671,2565,0.0582,0.115
36061010400,165000,255750,830,0.2481,0.0495
36061010601,243082,250001,7632,0.4267,0.0343
36061010602,194188,250001,4812,0.2513,0.0202
36061010801,171250,265437,3035,0.1606,0.0341
36061010802,139327,250001,4432,0.1372,0.0546
36061010803,139261,215854,1335,0.196,0.0315
36061010900,155417,240896,251,0.1121,0.255
36061011000,144430,250001,7553,0.221,0.0486
36061011100,109868,250001,4540,0.1079,0.0844
36061011201,184200,285510,919,0.1852,0.0871
36061011202,222500,344875,491,0.4194,0.0102
36061011203,182014,250001,1206,0.2713,0.0531
36061011300,81667,126583,107,0.1364,0.5421
36061011401,250001,250001,1217,0.3021,0.0404
36061011402,204000,250001,2239,0.2622,0.0348
36061011500,147159,180216,3367,0.0909,0.1469
36061011600,87987,250001,3782,0.1018,0.0976
36061011700,124111,192372,4900,0.1388,0.0614
36061011800,158472,250001,9567,0.3122,0.078
36061011900,18056,27986,1152,0.0477,0.4688
36061012000,161526,250001,3013,0.3982,0.071
36061012101,54850,85017,2899,0.0519,0.1521
36061012102,52689,81667,5053,0.0693,0.1209
36061012200,231701,231127,2986,0.4113,0.0395
36061012400,134163,207952,10249,0.2632,0.037
36061012500,157177,243624,2427,0.1089,0.1253
36061012601,102125,158293,7106,0.3349,0.0329
36061012602,177882,275717,4847,0.3438,0.0326
36061012700,132578,205495,7298,0.1475,0.1351
36061012800,166797,231417,5574,0.4396,0.0833
36061012901,112589,174512,7025,0.1922,0.114
36061012902,86514,134096,2374,0.1635,0.1596
36061013000,175208,271572,3595,0.465,0.0459
36061013100,97240,150722,2780,0.167,0.0853
36061013201,107895,167237,2496,0.2685,0.0669
36061013202,83240,211270,3603,0.2592,0.0946
36061013203,110642,171495,4452,0.1801,0.2743
36061013300,84772,131396,6471,0.139,0.14
36061013400,127788,250001,11272,0.2582,0.1231
36061013501,57741,24634,4936,0.1449,0.1728
36061013601,227462,352566,1714,0.3125,0.0286
36061013602,142734,250001,6756,0.4939,0.0259
36061013603,111912,173463,4069,0.2855,0.0047
36061013604,126863,196637,4042,0.3263,0.0836
36061013700,164849,210081,6579,0.3386,0.0774
36061013800,163182,250001,12879,0.2223,0.0486
36061013900,103362,250001,10203,0.1261,0.0791
36061014000,131641,250001,7461,0.3387,0.0434
36061014200,211951,250001,4747,0.521,0.0495
36061014401,166583,250001,4644,0.3027,0.0215
36061014402,135301,250001,7028,0.2765,0.0531
36061014500,184231,217321,6401,0.1777,0.0607
36061014601,131488,250001,4312,0.1159,0.0871
36061014602,115790,250001,7878,0.2282,0.079
36061014700,207425,206814,3041,0.2883,0.0694
36061014801,168068,250001,2751,0.2698,0.0378
36061014802,139196,212772,6615,0.2846,0.0376
36061014900,149324,231452,5412,0.3784,0.1321
36061015001,175893,250001,2001,0.3778,0.0425
36061015002,250001,250001,4707,0.5796,0.0399
36061015101,26533,41126,3747,0.207,0.2778
36061015102,145608,250001,7426,0.2511,0.1759
36061015200,114406,250001,8122,0.2437,0.174
36061015301,135911,250001,4450,0.3661,0.0483
36061015302,127339,250001,5431,0.2435,0.0541
36061015401,107342,166380,5071,0.2934,0.054
36061015402,104593,162119,3579,0.3557,0.0433
36061015403,91853,190911,5211,0.1992,0.0986
36061015501,191490,250001,5197,0.5029,0.081
36061015502,136549,250001,5095,0.4027,0.1233
36061015601,106520,165106,5170,0.1687,0.1142
36061015602,67813,105110,2193,0.1971,0.275
36061015700,140734,218137,10447,0.2338,0.0589
36061015801,165481,250001,4877,0.3763,0.0685
36061015802,77889,120727,4284,0.1254,0.0748
36061015900,144315,250001,8606,0.3111,0.0682
36061016001,250001,250001,3127,0.4896,0.023
36061016002,122688,250001,3522,0.2164,0.0375
36061016100,119914,250001,6544,0.1972,0.0487
36061016200,28189,43692,9066,0.1662,0.2922
36061016300,121569,217262,7575,0.3872,0.0469
36061016400,25156,32072,8042,0.1814,0.4651
36061016500,194477,250001,7431,0.2445,0.0982
36061016700,215827,250001,6966,0.3115,0.0986
36061016800,34115,47019,5110,0.2192,0.4156
36061016900,153854,250001,7984,0.3238,0.0795
36061017000,40742,89408,8968,0.2132,0.2245
36061017100,148201,250001,9517,0.2892,0.1313
36061017200,35486,55003,5110,0.1642,0.2562
36061017300,116969,250001,8867,0.1952,0.0776
36061017401,37464,58069,4967,0.1737,0.2883
36061017402,57750,89512,2759,0.1497,0.2468
36061017500,163000,250001,10628,0.2842,0.0362
36061017700,97412,164358,10581,0.2542,0.1029
36061017800,46198,71606,4087,0.2033,0.2357
36061017900,125259,163750,9116,0.2767,0.0303
36061018000,27152,42085,7048,0.083,0.3787
36061018100,102127,204114,9064,0.2967,0.0474
36061018200,29929,96105,7212,0.1839,0.3737
36061018300,129909,250001,8578,0.3508,0.1362
36061018400,27293,42304,7846,0.1816,0.3083
36061018500,142986,181723,5155,0.279,0.0654
36061018600,40073,51375,6074,0.146,0.3327
36061018700,140970,250001,9874,0.2538,0.1093
36061018800,42272,88482,4955,0.2305,0.3025
36061018900,29421,11836,11245,0.1688,0.3903
36061019000,76406,237292,3722,0.3162,0.1738
36061019100,130625,250001,8888,0.191,0.0764
36061019200,16295,14567,4247,0.1308,0.4744
36061019300,73487,125357,10614,0.1699,0.1788
36061019400,19926,90231,6475,0.1245,0.3629
36061019500,105234,250001,7766,0.229,0.1065
36061019600,20093,31144,3910,0.0631,0.3482
36061019701,44154,42778,879,0.2719,0.2799
36061019702,85227,158942,3074,0.2847,0.2223
36061019800,88646,151292,2499,0.368,0.0549
36061019900,91056,250001,8876,0.2566,0.2097
36061020000,61250,186477,3233,0.2202,0.1293
36061020101,156250,195938,1859,0.2377,0.0774
36061020102,79273,122873,4125,0.246,0.1578
36061020300,58835,91194,4036,0.1498,0.2665
36061020500,179348,250001,5633,0.4312,0.051
36061020600,44493,110599,3749,0.1814,0.2543
36061020701,67610,154167,2870,0.1116,0.2297
36061020800,98426,179514,5714,0.2581,0.1734
36061020901,22000,39738,3674,0.1108,0.3966
36061021000,36616,27000,7179,0.2049,0.3453
36061021100,67538,250001,10519,0.23,0.2153
36061021200,67900,95750,4219,0.1993,0.1515
36061021303,59184,74186,6553,0.2805,0.1732
36061021400,54375,84281,3034,0.1839,0.1648
36061021500,49293,76404,4136,0.1355,0.2038
36061021600,58297,45563,9341,0.2201,0.2012
36061021800,42796,173079,5980,0.2913,0.1766
36061021900,22068,20445,6422,0.175,0.4541
36061022000,95761,226080,6550,0.3586,0.1271
36061022102,99931,154893,2670,0.335,0.0727
36061022200,61125,94743,3645,0.2141,0.2447
36061022301,55365,130132,7779,0.1805,0.1672
36061022302,25738,39893,3093,0.1487,0.3308
36061022400,34224,53047,7671,0.206,0.3111
36061022500,57933,89796,11105,0.2353,0.2439
36061022600,52838,81898,5386,0.293,0.2399
36061022700,56265,188988,5239,0.1482,0.2708
36061022800,77701,146063,6185,0.3093,0.1471
36061022900,48591,71250,9265,0.1669,0.3078
36061023000,37695,59387,9067,0.1859,0.3013
36061023100,59043,91516,6900,0.225,0.2079
36061023200,35357,26925,9167,0.1593,0.4426
36061023300,77660,120373,7460,0.2215,0.1514
36061023400,66411,102937,5005,0.1614,0.2867
36061023501,71592,130182,7298,0.2266,0.1429
36061023502,49750,89236,1716,0.2444,0.2378
36061023600,46774,64005,7871,0.2798,0.1568
36061023700,42610,72930,6328,0.1341,0.3597
36061023802,97703,165667,5637,0.227,0.0858
36061023803,83529,250001,3483,0.2794,0.0947
36061023804,167379,226910,3035,0.2473,0.0168
36061023900,43526,38049,3433,0.0775,0.1599
36061024100,56984,138164,8424,0.2753,0.1362
36061024200,37115,48313,5513,0.1236,0.2458
36061024301,71250,91108,5083,0.1688,0.1361
36061024302,25448,38750,7183,0.1298,0.3802
36061024500,45645,108029,15041,0.0905,0.2491
36061024700,49888,171193,6632,0.3262,0.1383
36061024900,78438,121578,1006,0.2184,0.0768
36061025100,34063,52797,2724,0.0988,0.295
36061025300,62684,74375,11488,0.1835,0.1816
36061025500,62153,103610,5809,0.1685,0.1911
36061025700,83750,250001,5030,0.3631,0.1009
36061025900,71436,71422,4033,0.3247,0.1155
36061026100,44173,83241,13217,0.1763,0.2279
36061026300,54489,52661,9690,0.2587,0.2342
36061026500,91521,156335,8907,0.2551,0.0789
36061026700,59559,70938,2119,0.511,0.1311
36061026900,60619,65574,9464,0.2529,0.1284
36061027100,72061,79750,9126,0.2336,0.1364
36061027300,106316,208852,7620,0.2631,0.0469
36061027500,149007,184375,3074,0.2893,0.0511
36061027700,31650,49057,6603,0.1237,0.3966
36061027900,51599,69500,11410,0.2666,0.1643
36061028100,98750,250001,3361,0.3239,0.0205
36061028300,64394,137237,8463,0.3298,0.1616
36061028500,51959,69467,8799,0.1867,0.226
36061028700,69688,108016,4580,0.215,0.1489
36061029100,50106,95672,12476,0.2274,0.2176
36061029300,55903,64409,10138,0.3064,0.1736
36061029500,80327,101010,8064,0.2901,0.0477
36061029900,21458,98450,3757,0.2447,0.2792
36061030300,80972,64313,4393,0.3192,0.1084
36061030700,105540,176875,4072,0.4205,0.0455
36061030900,41135,52355,11753,0.3544,0.2931
36061031703,250001,250001,6419,0.3421,0.0446
36061031704,207092,248395,10558,0.2531,0.0232
36081000101,117024,181387,5006,0.5254,0.0575
36081000102,197930,250001,5323,0.4226,0.0235
36081000200,65000,150536,2666,0.6628,0.1318
36081000400,72773,146619,4692,0.6997,0.0955
36081000600,80366,129837,4379,0.7358,0.1646
36081000701,155154,250001,3044,0.3991,0.0274
36081000702,102250,99333,3660,0.4227,0.0537
36081000800,80577,108029,3312,0.6809,0.0806
36081001000,105022,93929,4845,0.6795,0.0807
36081001200,69545,103026,3816,0.5569,0.0411
36081001400,72413,121325,4166,0.781,0.0769
36081001600,82143,137833,2478,0.5964,0.0779
36081001800,101285,120417,3058,0.8168,0.1298
36081001901,197426,306010,1339,0.3479,0.0
36081001902,134911,246037,4143,0.3933,0.1007
36081001903,153235,153529,1525,0.25,0.1049
36081002000,84286,70250,1746,0.7638,0.1357
36081002200,66215,72202,2587,0.6918,0.1457
36081002400,48824,59063,2437,0.695,0.1892
36081002500,21065,45434,6046,0.0939,0.2868
36081002600,116516,151378,2149,0.8116,0.0698
36081002800,76628,66700,3442,0.5794,0.0883
36081003000,79833,123741,1702,0.7714,0.1072
36081003100,107679,136042,1189,0.4411,0.1229
36081003200,88000,179327,1690,0.692,0.3302
36081003301,143358,185125,2675,0.3134,0.0609
36081003302,48015,74423,1009,0.3486,0.2351
36081003400,72292,89464,2563,0.5929,0.2224
36081003600,75668,86524,3811,0.6439,0.1101
36081003800,95598,119554,2763,0.7367,0.13
36081003900,48468,75125,1363,0.5741,0.1519
36081004001,89565,140714,2231,0.7078,0.1255
36081004002,42040,65162,1839,0.7253,0.1533
36081004200,69886,104097,4187,0.7247,0.1426
36081004300,22689,35167,2069,0.3054,0.3535
36081004401,73444,113838,4238,0.7045,0.1895
36081004500,74141,109010,3145,0.5561,0.0541
36081004700,46600,68786,3932,0.1676,0.1297
36081005100,70313,52969,2294,0.428,0.0484
36081005200,66921,103727,2811,0.6639,0.1085
36081005300,96690,149869,5590,0.3415,0.0911
36081005400,79044,74519,6433,0.7275,0.0733
36081005500,90938,140953,1215,0.449,0.0741
36081005700,81250,102500,4461,0.2679,0.148
36081005800,83265,103173,6643,0.8796,0.0852
36081005900,80729,185769,3956,0.3684,0.1193
36081006100,100067,67279,5474,0.202,0.037
36081006201,61933,116103,5920,0.7869,0.0569
36081006202,66764,104688,6739,0.8392,0.1463
36081006300,105171,166250,5715,0.3456,0.1081
36081006501,101063,132946,3242,0.3403,0.0817
36081006502,82117,114091,3923,0.3676,0.2034
36081006900,123375,191231,3912,0.4383,0.1325
36081007100,103839,160950,3114,0.255,0.1069
36081007300,106060,250001,3862,0.25,0.0896
36081007500,86382,133892,4369,0.4032,0.0879
36081007700,98438,152578,2012,0.4123,0.166
36081007900,99129,52448,2649,0.5574,0.202
36081008100,81615,126503,1087,0.5231,0.0972
36081008300,76932,119244,2211,0.4562,0.0371
36081008500,81442,126235,1141,0.5496,0.1733
36081008600,64519,102031,2830,0.7729,0.1876
36081008700,17981,60972,3144,0.329,0.4308
36081008800,105485,143560,3922,0.87,0.105
36081009100,85197,132055,2170,0.6698,0.0866
36081009400,68813,64830,3195,0.614,0.2128
36081009500,91875,180938,2126,0.6137,0.0753
36081009600,97500,108906,3470,0.8451,0.098
36081009700,112083,143917,3997,0.6624,0.104
36081009800,91641,90469,2759,0.5911,0.0805
36081010000,108971,168905,4247,0.8424,0.0954
36081010100,95978,122303,2463,0.5935,0.0296
36081010200,92096,122273,2836,0.7088,0.126
36081010300,70742,71383,4397,0.4974,0.1528
36081010400,63000,101050,3450,0.7378,0.1472
36081010500,57483,89098,5073,0.5384,0.2178
36081010600,101709,84500,3774,0.791,0.062
36081010800,88636,92719,3377,0.682,0.2068
36081011000,85833,133041,3163,0.7145,0.1058
36081011100,99926,116625,3108,0.5904,0.1009
36081011200,67762,110909,2635,0.8414,0.0937
36081011300,107609,166793,4558,0.4489,0.0852
36081011400,76698,118881,1636,0.7983,0.11
36081011500,106058,133182,2498,0.4181,0.0444
36081011600,58516,90699,2123,0.7424,0.1771
36081011700,102926,138000,3850,0.5585,0.0992
36081011800,74052,87000,2650,0.8765,0.1045
36081011900,72670,89408,1516,0.4963,0.0778
36081012000,73969,163235,2308,0.6333,0.1178
36081012100,93750,179545,2041,0.6522,0.0671
36081012200,85357,132303,3520,0.7129,0.1441
36081012301,110433,134808,2960,0.6987,0.0851
36081012400,73958,84464,3381,0.5749,0.081
36081012500,92361,105313,1557,0.5423,0.0218
36081012601,77366,119917,2970,0.6604,0.044
36081012602,68242,66523,2781,0.772,0.1
36081012800,86607,134240,2281,0.7531,0.0703
36081013000,65106,100914,1861,0.5948,0.0688
36081013200,81061,125644,2031,0.677,0.127
36081013400,83542,150987,5536,0.5308,0.1069
36081013500,83162,250001,1172,0.7485,0.1075
36081013600,75750,74383,2044,0.5211,0.0533
36081013700,108015,132396,1880,0.5597,0.0138
36081013800,74083,114828,3819,0.683,0.1048
36081014000,94129,198906,3809,0.6275,0.0604
36081014100,86563,115096,1680,0.4858,0.0821
36081014201,67351,104394,4535,0.6906,0.1048
36081014202,67450,101739,2644,0.6672,0.2082
36081014300,76607,120694,3876,0.3584,0.121
36081014400,63906,104018,1810,0.5631,0.0862
36081014500,79609,93456,2585,0.5564,0.1485
36081014700,71815,108108,2863,0.4324,0.0577
36081014900,59781,92660,2152,0.2753,0.0818
36081015000,98636,170750,2435,0.9021,0.108
36081015100,73413,139773,2832,0.3932,0.1004
36081015200,71986,71250,2851,0.7327,0.103
36081015300,89453,152125,1884,0.4313,0.1157
36081015400,92813,121875,1961,0.6332,0.0843
36081015500,93942,85192,2219,0.4041,0.0347
36081015600,73877,99625,3037,0.7684,0.1465
36081015700,62571,96985,1313,0.3297,0.1089
36081015801,84600,71467,3673,0.8863,0.0702
36081015802,92760,73250,5126,0.7279,0.0573
36081015900,80000,67426,3250,0.2783,0.0975
36081016100,93802,145393,2589,0.5261,0.056
36081016300,30214,46831,3675,0.2481,0.1973
36081016400,92153,125298,3954,0.8507,0.1164
36081016600,61490,49261,4002,0.7402,0.0629
36081016800,101146,90313,3598,0.8758,0.1162
36081016900,77027,178632,5893,0.5183,0.0967
36081017000,81786,74844,2674,0.8159,0.0826
36081017200,71902,60417,2129,0.8621,0.0874
36081017400,82300,81417,2483,0.7986,0.0765
36081017600,58125,69338,2255,0.6889,0.1694
36081017800,68333,105916,2291,0.6314,0.0705
36081017901,61681,108828,1122,0.3055,0.3241
36081018000,76250,126375,1205,0.8394,0.1542
36081018101,74884,76277,4024,0.3719,0.1293
36081018102,83523,145192,3389,0.3112,0.0561
36081018200,69183,81304,2695,0.802,0.1846
36081018300,80529,124819,5673,0.4199,0.1358
36081018401,50446,92976,2158,0.5526,0.177
36081018402,82794,80938,2628,0.7679,0.1279
36081018501,63710,98750,3429,0.5024,0.1143
36081018502,98750,116667,3152,0.2589,0.0669
36081018600,74750,105139,2024,0.6872,0.1023
36081018700,73382,109575,2928,0.5512,0.0952
36081018800,91420,168750,1363,0.7935,0.0917
36081018900,80039,93056,3401,0.6404,0.0794
36081019000,75511,103125,2706,0.8467,0.112
36081019200,71938,177847,2225,0.8186,0.086
36081019400,84609,91007,3185,0.8535,0.0782
36081019600,78542,84583,3374,0.6086,0.1935
36081019800,84034,97115,2989,0.6864,0.0525
36081020200,96575,127500,1776,0.9463,0.0434
36081020400,56458,72917,2191,0.5452,0.1701
36081020500,61023,94585,1300,0.7493,0.0923
36081020600,72188,111891,1729,0.7229,0.1168
36081020800,72574,112489,3272,0.7855,0.0601
36081021200,60700,60313,2977,0.5618,0.2697
36081021400,55649,62616,6025,0.5404,0.2375
36081021601,92763,250001,2838,0.4965,0.0454
36081021602,65564,101624,1784,0.6492,0.2026
36081022001,76034,125746,6630,0.594,0.1434
36081022002,84783,250001,7406,0.7123,0.103
36081023000,100000,120234,1993,0.8732,0.0613
36081023200,81650,89048,5923,0.6314,0.0691
36081023501,54539,61719,4382,0.5814,0.0605
36081023502,60213,50735,2885,0.3734,0.1085
36081023600,66339,65517,3377,0.4619,0.134
36081023800,52679,55250,5278,0.3733,0.1915
36081024000,56887,44967,7150,0.4123,0.1542
36081024300,56563,103125,5203,0.7686,0.0509
36081024500,59078,113288,5095,0.585,0.0544
36081024700,66042,49773,1438,0.4334,0.1057
36081024900,68211,85555,4804,0.5182,0.1208
36081025100,88899,137793,6080,0.5259,0.0638
36081025301,65245,64219,4385,0.4169,0.0901
36081025302,67500,69896,3417,0.4159,0.1299
36081025401,78056,120986,4807,0.6865,0.1045
36081025402,39038,61664,6595,0.4444,0.1855
36081025500,82000,89444,1612,0.5273,0.0949
36081025700,76544,77143,1660,0.5961,0.1691
36081025800,83828,86250,2212,0.8221,0.1284
36081025900,66301,80938,3542,0.6064,0.0528
36081026000,78125,73750,2984,0.6024,0.0566
36081026100,67698,104931,7642,0.4415,0.0915
36081026200,73523,75375,1505,0.8392,0.1302
36081026300,75335,250001,5360,0.5278,0.0067
36081026400,71042,98274,2695,0.6889,0.157
36081026501,53289,80990,2936,0.4481,0.1645
36081026502,98140,98354,1220,0.2954,0.0352
36081026600,23542,36490,1817,0.3705,0.2976
36081026700,47364,52097,5488,0.2362,0.1273
36081026901,65145,100974,5089,0.2106,0.0939
36081026902,50061,58009,3868,0.3328,0.1713
36081027000,106797,134605,2232,0.7609,0.0395
36081027101,52090,60000,5389,0.3333,0.0863
36081027102,69775,108151,3425,0.326,0.1101
36081027200,77143,119571,2210,0.7367,0.0869
36081027301,44049,43659,3158,0.4088,0.2777
36081027302,46860,76488,4607,0.4682,0.172
36081027400,55429,59215,1934,0.8095,0.2389
36081027500,47383,58073,6759,0.4695,0.1954
36081027600,69875,108306,1593,0.7897,0.1318
36081027701,57616,53661,3704,0.275,0.1817
36081027702,67171,105216,4132,0.5106,0.072
36081027800,46154,58867,2539,0.4705,0.319
36081027900,67381,180349,7403,0.4733,0.0875
36081028000,52083,80728,1460,0.7949,0.0945
36081028100,67072,154213,6085,0.4833,0.1602
36081028200,55197,120417,2116,0.5302,0.0874
36081028300,71484,100679,7721,0.3778,0.1171
36081028400,92500,108611,4333,0.8344,0.0392
36081028500,83212,128978,5036,0.4526,0.1042
36081028700,68213,105730,7003,0.2974,0.1961
36081028801,78672,108667,2830,0.7459,0.0216
36081028802,86648,121071,2195,0.8669,0.138
36081028900,76424,118457,5631,0.4578,0.07
36081029100,58226,45167,6262,0.406,0.0988
36081029300,66458,65625,1234,0.7296,0.0535
36081029400,92992,136416,7340,0.6506,0.0691
36081029500,78185,97308,3962,0.5056,0.0655
36081029700,76316,59400,1925,0.6877,0.0649
36081030600,86858,137793,4918,0.9068,0.0722
36081030903,77269,93214,5083,0.7004,0.0594
36081030904,58500,99605,2691,0.643,0.1182
36081030905,88077,142670,2860,0.6726,0.0522
36081030906,64799,100438,3334,0.6182,0.1433
36081031700,70400,97368,5359,0.7493,0.0453
36081032000,76875,95952,5220,0.8487,0.1776
36081032700,55395,77976,3449,0.6652,0.1695
36081032800,79401,123071,2888,0.8433,0.0863
36081032900,53603,105081,3253,0.7832,0.1269
36081033000,89685,116206,7612,0.8415,0.0589
36081033401,79097,113167,4065,0.8348,0.0999
36081033403,47813,74110,4630,0.4142,0.1324
36081033404,40758,63174,5527,0.6795,0.1437
36081033405,64965,100695,2675,0.7579,0.0422
36081033700,108638,168388,2359,0.6662,0.0166
36081033900,57342,88880,2773,0.6664,0.1983
