GEOID,Median_Income,Median_Income_4per_hh,Total_Population,percent_car_owners,percent_poverty
36081034700,61410,81083,2923,0.7032,0.1335
36081035100,66151,102534,3653,0.5341,0.1385
36081035200,97417,130399,2949,0.7897,0.1242
36081035300,97813,151610,2224,0.6739,0.1771
36081035700,82604,105357,4037,0.8513,0.1325
36081035800,104125,118932,4887,0.763,0.0537
36081036100,67225,99000,2141,0.652,0.0634
36081036300,67708,93333,2003,0.5265,0.1109
36081036500,62841,75795,2697,0.5077,0.2139
36081036600,71500,154567,2878,0.7721,0.0939
36081036700,50855,140045,2157,0.6571,0.1536
36081036800,86293,140833,2692,0.8038,0.0713
36081037100,64433,128824,1289,0.9118,0.0683
36081037300,61042,75500,2293,0.64,0.1335
36081037501,58179,49800,1600,0.3866,0.1713
36081037502,61673,95593,2710,0.4763,0.1275
36081037600,108902,133702,6794,0.7819,0.0752
36081037700,75781,117460,4141,0.4492,0.1269
36081037900,70131,70878,7012,0.3251,0.198
36081038100,71721,90288,7058,0.6507,0.1334
36081038400,92118,91191,2490,0.916,0.1009
36081039400,98083,105375,3180,0.7674,0.1853
36081039800,113194,155114,1792,0.8343,0.0815
36081039901,87369,135421,2560,0.699,0.0178
36081039902,51118,79232,1700,0.3298,0.3032
36081040000,107188,152589,1704,0.8244,0.0514
36081040101,54424,84357,3159,0.5181,0.101
36081040102,65954,65550,5172,0.3804,0.1806
36081040200,120833,187291,1706,0.8927,0.0774
36081040301,32339,31407,3141,0.3217,0.1175
36081040302,70192,108797,4401,0.4463,0.1197
36081040400,60625,134896,4343,0.6926,0.105
36081040502,82011,66442,2301,0.4303,0.1278
36081040701,73608,80685,3881,0.3876,0.2145
36081040702,91806,87159,4793,0.4733,0.1141
36081040902,57763,76548,3640,0.2007,0.1501
36081041100,62870,57000,4376,0.3451,0.2222
36081041300,64565,70357,5070,0.4509,0.2325
36081041400,81871,87273,4882,0.7514,0.2194
36081041500,59978,60057,4787,0.5325,0.1274
36081042400,72750,112762,2491,0.858,0.0627
36081042700,48778,54429,4859,0.4901,0.3008
36081043200,93269,124500,1339,0.9524,0.0158
36081043400,91726,138424,1852,0.743,0.0637
36081043701,58625,93083,3229,0.5928,0.2026
36081043702,55573,56393,8641,0.4707,0.1542
36081043900,44886,39850,3377,0.4642,0.2326
36081044000,72781,112810,4503,0.762,0.1088
36081044301,30425,56500,3658,0.2861,0.2945
36081044302,55667,71875,4272,0.3841,0.0985
36081044400,49911,53250,4405,0.4272,0.2293
36081044601,51585,71680,3835,0.4052,0.0746
36081044602,40292,35188,5466,0.3517,0.3005
36081044800,56182,105395,2976,0.5481,0.2396
36081045000,128472,89886,2272,0.6195,0.0634
36081045200,80417,81250,1178,0.8814,0.1147
36081045400,53777,60476,5252,0.636,0.1955
36081045500,62368,90338,13798,0.4025,0.2474
36081045600,78875,143659,1369,0.9363,0.1417
36081045700,65121,78015,3849,0.4773,0.119
36081045800,67639,75461,2420,0.6671,0.0537
36081045900,74871,130438,4357,0.5387,0.0588
36081046000,58234,65299,6043,0.4675,0.0771
36081046100,68047,61771,2429,0.4165,0.0758
36081046200,54489,98984,6099,0.4776,0.0841
36081046300,57518,59909,3791,0.3302,0.0844
36081046400,100781,52351,2142,0.7822,0.1002
36081046500,74205,59261,4618,0.3555,0.0938
36081046600,63496,55568,4631,0.5937,0.1468
36081046700,61215,61278,6202,0.4246,0.03
36081046800,74669,106620,3801,0.5802,0.1463
36081046901,62583,74119,4961,0.4617,0.0895
36081046902,69417,108656,4194,0.2634,0.1226
36081047000,50000,101000,3637,0.6079,0.1937
36081047100,47067,50536,4486,0.4314,0.1019
36081047200,100475,155736,3945,0.6873,0.0462
36081047300,62799,65521,4383,0.4549,0.0557
36081047500,74769,99113,5178,0.5142,0.1101
36081047600,101928,203942,1496,0.9392,0.0655
36081047801,37427,58011,3794,0.6695,0.1873
36081047802,87066,134952,1186,0.6658,0.059
36081047900,68179,50455,5829,0.6397,0.1517
36081048000,86450,61200,2512,0.8907,0.047
36081048100,64091,68906,7140,0.3497,0.0731
36081048200,68942,113542,1414,0.8259,0.0855
36081048301,60298,54286,2105,0.5021,0.1919
36081048302,78592,64049,2300,0.5696,0.0809
36081048400,75106,155426,4806,0.8341,0.0323
36081048500,62434,69554,4255,0.5957,0.1025
36081048900,62000,71118,1609,0.5375,0.156
36081049201,74583,115603,3325,0.6743,0.0512
36081049202,95919,119219,2532,0.8764,0.1801
36081049301,68125,140050,2467,0.8465,0.1848
36081049302,65735,119125,2992,0.7068,0.1538
36081049500,104107,137679,1713,0.9044,0.0784
36081049600,93209,119861,3451,0.8804,0.0948
36081049700,63700,64833,2883,0.8043,0.0486
36081049900,65270,73611,5705,0.6735,0.095
36081050000,65698,97896,4850,0.5363,0.1086
36081050201,79342,78935,1645,0.8815,0.1088
36081050202,69398,101625,1301,0.8407,0.1384
36081050400,102885,144196,1775,0.8582,0.0785
36081050500,79375,78920,1895,0.8571,0.0987
36081050600,118542,226083,1538,0.8499,0.0819
36081050700,80833,139350,3717,0.8217,0.0866
36081050800,66471,114896,2032,0.6437,0.1187
36081051000,76250,181974,1945,0.819,0.1902
36081051100,109310,118438,2562,0.761,0.0886
36081051200,87917,120441,2724,0.8433,0.0596
36081051300,103304,93276,2843,0.8821,0.1453
36081051500,94289,140299,3565,0.7966,0.0241
36081051600,99643,154446,2186,0.7651,0.1295
36081051700,98015,153250,1816,0.7511,0.0688
36081051800,105329,97031,2602,0.861,0.0527
36081052000,75625,107574,1457,0.7604,0.0564
36081052100,108194,151685,2059,0.7353,0.0899
36081052200,95000,111667,1965,0.916,0.1237
36081052400,109477,111000,2309,0.8379,0.1438
36081052500,66667,185375,2647,0.8542,0.0778
36081052600,78696,139792,2393,0.7156,0.0528
36081052800,78387,111083,1543,0.8609,0.0693
36081053000,117333,166000,2662,0.809,0.0169
36081053100,65040,112731,3638,0.7141,0.0673
36081053200,72500,126250,2245,0.8223,0.0525
36081053401,106833,158438,2048,0.8255,0.0244
36081053501,71793,92266,1372,0.499,0.1376
36081053800,103250,160037,1656,0.8621,0.125
36081053901,83172,136979,4427,0.519,0.0719
36081053902,137171,212615,170,0.7397,0.0
36081054000,72212,130855,4214,0.7111,0.0841
36081054200,82406,116000,5999,0.7094,0.0656
36081054500,55694,84464,4061,0.4847,0.161
36081054700,87895,136237,5163,0.5171,0.0938
36081054800,90208,104375,2635,0.889,0.0915
36081054900,82727,119063,6139,0.3529,0.1098
36081055100,66250,68869,4466,0.2871,0.1744
36081055200,75511,94306,3016,0.6971,0.051
36081055300,77679,120402,3114,0.4082,0.1159
36081055400,84750,89167,2786,0.8201,0.1084
36081055500,81000,115556,2430,0.5497,0.1325
36081055600,111860,101875,2580,0.867,0.0585
36081055700,81701,89709,4289,0.4676,0.0975
36081055800,88021,228750,1999,0.8832,0.056
36081055900,71324,70507,1149,0.2746,0.148
36081056000,80179,148000,1791,0.8575,0.0302
36081056200,87344,106938,1573,0.9284,0.054
36081056400,69464,177868,1216,0.7785,0.0395
36081056500,98750,97788,1739,0.6365,0.0661
36081056600,65625,116750,1454,0.6563,0.2469
36081056700,103045,159719,5430,0.8627,0.0203
36081056800,99339,81844,5310,0.7566,0.0247
36081057700,74500,155486,3641,0.6311,0.1088
36081057900,65370,155833,1591,0.6293,0.1037
36081058000,99648,154408,4407,0.9005,0.0541
36081058100,64896,100588,3264,0.6227,0.08
36081058200,109527,140313,5440,0.9009,0.0264
36081058300,82772,101477,3718,0.5329,0.0589
36081058500,72950,67355,4737,0.5451,0.1009
36081058700,91301,109630,3532,0.5789,0.0719
36081058900,62403,143000,5053,0.3168,0.2027
36081059000,95625,78550,1401,0.9113,0.0621
36081059100,68364,148824,5735,0.495,0.1351
36081059200,111667,106413,1624,0.7833,0.125
36081059300,73693,100272,4274,0.5943,0.1764
36081059400,126774,143750,1871,0.9213,0.0048
36081059501,91053,117500,1929,0.5741,0.21
36081059502,71801,111291,3130,0.6776,0.1322
36081059600,69107,130865,1531,0.8629,0.0503
36081059800,93808,123438,1882,0.8416,0.0557
36081059900,77222,119694,1231,0.7131,0.1852
36081060000,107946,129375,1118,0.8712,0.0617
36081060100,96953,135667,2512,0.7668,0.1346
36081060300,90074,139614,2050,0.7692,0.1626
36081060800,101042,140446,1536,0.8246,0.0592
36081061000,97813,151610,1528,0.9229,0.0295
36081061200,126638,127566,2204,0.9121,0.01
36081061301,66835,76350,5877,0.513,0.1171
36081061400,132633,243315,1493,0.8782,0.0543
36081061601,99583,132857,2735,0.829,0.0501
36081061602,111089,168068,1111,0.8774,0.0351
36081061800,92670,143077,1886,0.7145,0.0306
36081061900,100861,93547,3657,0.7061,0.099
36081062000,103417,160296,1607,0.8493,0.0629
36081062100,83773,84891,2938,0.8961,0.0578
36081062200,124236,184107,2195,0.9008,0.049
36081062300,68869,128750,2210,0.6434,0.1376
36081062500,80625,100167,2388,0.752,0.0724
36081062600,107946,167316,3106,0.8884,0.0852
36081062700,66042,146375,2861,0.6945,0.028
36081062900,86309,104083,3494,0.6461,0.0435
36081063000,110583,208917,1629,0.9573,0.0289
36081063200,111667,149196,2596,0.8227,0.0294
36081063301,83750,129812,1562,0.8415,0.0365
36081063302,105417,163396,1857,0.8336,0.0186
36081063500,74029,130125,2617,0.8181,0.1458
36081063700,91655,106737,3672,0.885,0.1789
36081063800,108417,102284,3487,0.8949,0.0892
36081063900,75729,117379,3195,0.8155,0.0776
36081064101,78403,105500,2537,0.8122,0.0403
36081064500,87632,250001,2001,0.6689,0.1636
36081064600,104063,153393,3528,0.8097,0.0426
36081065000,112411,204432,2915,0.9388,0.0663
36081065401,100313,101989,3867,0.8332,0.0345
36081065600,97850,173104,4754,0.7264,0.0719
36081065702,74511,151071,1376,0.6467,0.0689
36081065703,103288,140268,3057,0.824,0.0461
36081065900,106304,126607,2066,0.8497,0.0247
36081066000,69583,98958,3365,0.8453,0.0384
36081066100,102411,181458,1689,0.8263,0.0178
36081066301,116848,185795,2940,0.7799,0.0153
36081066401,161250,249937,2029,0.9133,0.0296
36081066402,101365,133851,2593,0.8722,0.0243
36081066403,88317,88029,5963,0.8306,0.2192
36081066501,77453,145735,4333,0.7853,0.0639
36081066701,113125,138917,2894,0.6216,0.161
36081066900,90078,91406,1625,0.8723,0.0412
36081067100,104839,157750,2684,0.8332,0.0525
36081067700,105583,192411,1934,0.8452,0.0517
36081067900,62266,68992,4812,0.5945,0.0939
36081068000,114327,133705,5726,0.8908,0.0676
36081068200,93631,127583,1141,0.9205,0.0308
36081068300,59107,82903,4332,0.3538,0.1166
36081068700,56855,111250,4354,0.4442,0.0652
36081069000,108897,126477,4213,0.8566,0.04
36081069300,75119,116434,3119,0.5708,0.0574
36081069400,93675,151538,3607,0.8133,0.0894
36081069500,100903,112115,2381,0.6798,0.1699
36081069701,93032,156619,4299,0.5324,0.1044
36081069702,79433,123121,4351,0.7737,0.0965
36081070300,85805,112500,2045,0.763,0.0944
36081070700,110052,174115,2755,0.8581,0.0251
36081070900,105167,211420,3161,0.6708,0.0573
36081071100,87682,147702,6133,0.5938,0.0309
36081071303,89412,118171,5854,0.4388,0.0504
36081071304,88549,193015,6275,0.4122,0.148
36081071305,100685,137804,5108,0.4406,0.0525
36081071306,86686,107669,7482,0.3799,0.095
36081071701,61426,95210,5438,0.4314,0.162
36081071702,79292,170345,4287,0.4475,0.1666
36081071900,49674,68094,2911,0.5417,0.1371
36081072100,76318,151369,4781,0.4312,0.1141
36081072300,171250,250001,2189,0.8976,0.0559
36081072900,151932,250001,1471,0.899,0.0438
36081073100,145529,206477,1658,0.8409,0.0115
36081073700,106023,217857,2233,0.4629,0.0627
36081073900,109276,180809,5597,0.5569,0.0299
36081074100,83214,178897,3131,0.5755,0.056
36081074300,76875,91094,4423,0.6422,0.0569
36081074500,46659,84034,3814,0.4257,0.1573
36081074700,109240,117273,3540,0.7691,0.078
36081074900,211020,212401,1412,0.9583,0.0205
36081075701,99954,199821,4877,0.5336,0.0297
36081075702,123170,199426,5866,0.6392,0.0639
36081076901,97097,250001,4672,0.4252,0.04
36081076902,98438,131806,1168,0.4249,0.0531
36081077300,99444,161786,2136,0.5093,0.0435
36081077500,90781,79583,2201,0.661,0.0645
36081077902,92214,142931,5062,0.728,0.1201
36081077903,84318,130692,3418,0.7678,0.0688
36081077904,103542,192188,6281,0.8088,0.0403
36081077905,93579,123921,2851,0.762,0.0831
36081077906,70096,181625,3655,0.6505,0.0681
36081077907,49857,107770,3521,0.7094,0.2042
36081077908,53362,82711,3267,0.6614,0.2994
36081078800,110833,108875,2082,0.9213,0.047
36081079000,81573,128958,2745,0.7838,0.0903
36081079200,68871,66250,2675,0.8488,0.0579
36081079701,41944,40288,6505,0.4082,0.2719
36081079702,54096,44936,4026,0.5089,0.2707
36081079900,46273,21412,3401,0.6635,0.3908
36081080301,50033,63839,3441,0.7123,0.0706
36081080302,71760,243322,3567,0.8248,0.0841
36081080900,73946,170982,7434,0.7333,0.1362
36081081400,125343,126667,4971,0.8226,0.1046
36081081800,88068,119183,4239,0.7554,0.0986
36081083700,56356,48864,5531,0.7588,0.0834
36081083800,84481,106683,5904,0.8693,0.0681
36081084000,106325,105388,7216,0.7846,0.0807
36081084500,32285,70417,4984,0.3628,0.253
36081084601,94414,158750,3081,0.9195,0.0444
36081084602,73036,113205,1201,1.0,0.1466
36081084901,48191,49415,2400,0.4463,0.2217
36081084902,48409,75033,4086,0.3008,0.3446
36081085300,32404,73198,5742,0.2977,0.1764
36081085500,38567,47586,7041,0.2715,0.1258
36081085700,47609,49130,5033,0.3282,0.1885
36081085900,53821,102513,5465,0.3624,0.2101
36081086100,52019,64271,2282,0.5175,0.2732
36081086300,41716,78030,6807,0.462,0.2086
36081086400,106612,136042,2827,0.8906,0.1588
36081086500,40777,63204,4333,0.2167,0.1482
36081086900,41645,64549,1693,0.4511,0.1548
36081087100,39261,67841,3589,0.2893,0.2025
36081088400,97830,163304,9187,0.883,0.0551
36081088902,50307,77975,5580,0.4023,0.1658
36081088903,73060,142125,5266,0.8391,0.1535
36081089201,132739,214096,9069,0.9687,0.0594
36081090700,83917,83850,1590,0.8577,0.1809
36081091603,113047,206512,3782,0.8967,0.0391
36081091900,88466,74375,5776,0.77,0.1067
36081092200,163500,250001,2273,0.9401,0.0383
36081092500,50234,60859,3611,0.6641,0.2676
36081092800,138452,169688,3925,0.9563,0.0423
36081092900,74122,85344,7750,0.9332,0.0521
36081093401,92847,142361,4094,0.8449,0.1344
36081093402,98636,188657,4378,0.7056,0.1047
36081093800,60917,94421,5289,0.7127,0.1939
36081093900,83929,86944,6245,0.892,0.0601
36081094201,70236,108865,3343,0.6892,0.2478
36081094202,51098,54160,6057,0.6232,0.2224
36081094203,55231,115956,6701,0.6283,0.1273
36081094500,70840,103173,4081,0.8795,0.1098
36081094700,73487,87292,2324,0.7353,0.102
36081095400,75781,64492,6823,0.7184,0.1451
36081096400,83438,120045,7271,0.801,0.1656
36081097202,33051,51229,3689,0.2211,0.3582
36081097204,56586,136000,4094,0.5638,0.0928
36081097205,27790,43074,3645,0.4048,0.4631
36081097206,32060,26722,2923,0.2527,0.3801
36081097300,108162,151250,2347,0.9144,0.0457
36081098100,95694,105060,2273,0.9285,0.1237
36081098700,92500,161500,2806,0.8632,0.1112
36081099100,106250,164687,7812,0.8929,0.058
36081099200,31258,173159,4402,0.4837,0.3697
36081099701,105069,129226,2880,0.8766,0.0884
36081099703,104634,183194,3990,0.8479,0.0229
36081099704,82873,101667,7453,0.7975,0.0758
36081099705,130833,221458,2698,0.9382,0.0423
36081099801,68370,97708,9308,0.6614,0.0752
36081099802,53591,98077,6489,0.4154,0.2584
36081100801,119674,101198,3042,0.883,0.0552
36081100803,44146,68426,4081,0.5504,0.2081
36081100804,109878,111379,4952,0.8989,0.0652
36081101002,38395,238750,5393,0.5918,0.1735
36081101004,43168,66910,7499,0.503,0.1751
36081101700,80000,168177,6724,0.87,0.0726
36081102900,91000,188266,3931,0.9228,0.0483
36081103201,42857,34734,7226,0.4828,0.3361
36081103202,72279,92303,8397,0.6911,0.1496
36081103300,90457,150972,4784,0.8591,0.0694
36081103900,67023,62059,7132,0.898,0.1067
36081104700,59973,97917,7009,0.8106,0.1204
36081105900,105721,77679,3948,0.8946,0.0286
36081107201,91029,168625,2429,0.9275,0.1174
36081108500,60761,128594,2584,0.9011,0.0295
36081109300,127104,203281,3123,0.9605,0.1209
36081109700,103958,95288,1726,0.8331,0.0193
36081109900,88393,156875,3471,0.8943,0.0452
36081111300,105263,158850,2636,0.9747,0.1051
36081112300,107500,166625,2226,0.9096,0.1159
36081112900,87188,87682,2327,0.8907,0.0365
36081113300,108500,195625,1416,0.9407,0.0381
36081113900,66081,143750,3997,0.8708,0.1181
36081114100,106705,98500,2491,0.9443,0.0334
36081114700,87781,110000,1910,0.9434,0.0497
36081115100,81563,106375,839,0.8843,0.0181
36081115500,79519,153182,2384,0.752,0.1187
36081115700,59722,92458,3221,0.68,0.1431
36081115900,67981,120353,4209,0.6093,0.1468
36081116100,29832,46239,3867,0.4346,0.2768
36081116301,30642,47495,4771,0.5165,0.2609
36081116302,60916,94419,4036,0.551,0.2666
36081116700,53482,60750,2083,0.6215,0.2641
36081117100,61154,59880,2510,0.6931,0.157
36081117500,82545,116713,4541,0.7313,0.0832
36081118100,78625,69063,1734,0.781,0.1113
36081118500,50000,77500,1930,0.6601,0.0938
36081118700,51250,86845,2497,0.635,0.1438
36081118900,46426,41318,1857,0.6117,0.1357
36081119100,37886,109444,2944,0.7922,0.1816
36081119300,46864,72639,2058,0.7772,0.1156
36081119500,89583,88000,1559,0.9262,0.0738
36081119900,100000,153125,1618,0.9719,0.1471
36081120100,65156,85433,1416,0.6675,0.1504
36081120300,56250,163547,1684,0.5978,0.1508
36081120500,25292,39202,2748,0.3773,0.2513
36081120701,94196,97014,3191,0.9546,0.0552
36081121500,88771,116759,4804,0.8036,0.1343
36081122300,84130,84075,3152,0.9055,0.0768
36081122702,32378,50185,6454,0.4138,0.2935
36081122703,71742,81415,7738,0.8332,0.0517
36081122704,60625,93968,4590,0.5079,0.0514
36081124100,81250,84531,3978,0.7619,0.1055
36081124700,74922,116129,3668,0.853,0.1032
36081125700,71852,111370,3418,0.8064,0.1449
36081126500,123906,165948,1843,0.826,0.0635
36081126700,78750,122062,4821,0.9184,0.3041
36081127700,127730,128201,3331,0.9835,0.0073
36081129102,122123,127173,4083,0.9732,0.0536
36081129103,69964,131700,4477,0.8011,0.1351
36081129104,96711,139970,4384,0.9106,0.0536
36081130100,87083,82069,4075,0.8407,0.0434
36081133300,118562,143558,4115,0.9758,0.0321
36081133900,125063,193847,1310,0.9222,0.1634
36081134100,80964,125494,3508,0.935,0.0519
36081134701,74518,115502,5313,0.7619,0.1455
36081134702,78618,64459,4726,0.862,0.1113
36081136700,86470,97880,6585,0.8586,0.091
36081137700,90238,121447,7882,0.8436,0.0578
36081138501,92654,113553,4515,0.9158,0.0618
36081139900,127431,161964,1662,0.9365,0.0634
36081140300,69531,169063,2729,0.9175,0.0773
36081140901,103500,160425,1261,0.9069,0.0367
36081140902,83081,148990,2647,0.9207,0.0944
36081141700,67298,119770,5017,0.9108,0.2013
36081142900,72979,114783,4086,0.8663,0.0198
36081143500,109732,172857,2553,0.8999,0.049
36081144100,105456,163456,3172,0.9249,0.1155
36081144700,80469,86875,3436,0.856,0.1907
36081145101,72045,92885,1037,0.7901,0.1051
36081145102,70582,109375,2748,0.7998,0.0811
36081145900,92167,146863,2854,0.8916,0.0467
36081146300,74370,115273,2951,0.8711,0.0789
36081146700,104167,161458,2828,0.8363,0.0633
36081147100,91094,141195,3322,0.9201,0.0933
36081147900,78958,181310,4649,0.8106,0.1106
36081148300,118345,132188,2960,0.8969,0.0459
36081150701,150284,204583,3295,0.9277,0.014
36081150702,96336,107111,3184,0.8282,0.0338
36081152901,72967,68802,6291,0.8767,0.1351
36081152902,105207,162566,6168,0.9938,0.0462
36081155101,60800,94240,2075,0.655,0.1258
36081155103,96375,149381,4986,0.9112,0.0655
36081155104,129167,200208,3867,0.7801,0.068
36081156700,61406,133125,1652,0.716,0.3485
36081157101,102525,152672,8902,0.8555,0.0439
36081157102,111250,55278,2297,0.9103,0.0909
36081157901,111391,175570,5825,0.9124,0.143
36081157902,88355,118364,4218,0.9026,0.0312
36081157903,108387,135451,4378,0.9697,0.0208
36081161700,123728,106667,5155,0.9057,0.0929
36081162100,88086,124688,6244,0.9214,0.0551
36085000300,66938,51250,2187,0.6145,0.1717
36085000700,53615,118842,4578,0.4747,0.1861
36085000800,83697,95000,5751,0.8744,0.0831
36085000900,63542,77965,1924,0.6108,0.1138
36085001100,49539,76785,3106,0.5408,0.2762
36085001700,55323,85750,1543,0.7027,0.2132
36085001800,78295,86250,525,1.0,0.0
36085002001,68586,106308,2883,0.7618,0.0985
36085002002,80764,215461,3143,0.8228,0.0563
36085002100,61500,95325,4854,0.6663,0.2335
36085002700,30188,49167,1843,0.6378,0.5398
36085002900,41111,90250,4956,0.4138,0.3436
36085003300,99750,109208,3758,0.8368,0.0592
36085003600,105714,149875,3189,0.9197,0.0458
36085003900,85221,124028,2319,0.8018,0.0673
36085004001,52204,80916,3159,0.9233,0.0552
36085004002,115632,210625,2395,0.9507,0.0
36085004003,13855,120485,2961,0.3664,0.5096
36085004004,84732,131334,4361,0.7714,0.1178
36085004700,101196,171136,3158,0.8616,0.0753
36085005000,75833,177917,4624,0.8795,0.1328
36085005901,77238,156083,3316,0.864,0.0353
36085006400,61154,94788,3480,0.7334,0.1986
36085006700,129722,227992,2737,0.9076,0.0759
36085007001,67679,116636,3180,0.9078,0.0742
36085007002,85380,132083,6761,0.8639,0.1082
36085007400,68264,98021,4998,0.7428,0.1303
36085007500,99324,141471,4269,0.8554,0.1901
36085007700,80761,80870,1646,0.7839,0.1974
36085008100,55694,201313,4622,0.5799,0.1501
36085009601,101625,115344,4673,0.8892,0.0741
36085009602,76484,185714,3353,0.8899,0.0458
36085009701,106075,69500,4288,0.8181,0.0354
36085010500,86250,106645,4545,0.7464,0.1285
36085011201,95586,168482,5846,0.9118,0.0306
36085011203,75071,100543,6622,0.8676,0.0944
36085011204,155270,240668,260,0.2273,0.1769
36085011401,75284,88538,3273,0.649,0.1882
36085011402,88781,103667,3532,0.839,0.0546
36085012100,149750,165781,3076,0.9369,0.0166
36085012200,93777,145354,3976,0.8488,0.0081
36085012500,111434,147596,3020,0.7953,0.1288
36085012804,84706,101339,4574,0.7912,0.0677
36085012805,114591,146827,2370,0.9712,0.0965
36085012806,56345,115461,5595,0.6862,0.0978
36085013201,120872,129904,1417,0.9444,0.0508
36085013203,116755,181538,6684,0.9228,0.0762
36085013204,97752,147000,5246,0.9284,0.0799
36085013301,16250,25187,1091,0.1012,0.5438
36085013302,93929,111435,3846,0.8253,0.2598
36085013400,79412,129150,4225,0.9316,0.2613
36085013800,132261,182337,6705,0.8969,0.0365
36085014100,59825,105147,2463,0.8607,0.2261
36085014604,125750,205400,7392,0.8929,0.0185
36085014605,120351,141442,4043,0.9264,0.0502
36085014606,92012,146346,5732,0.9394,0.0464
36085014607,109427,152885,4841,0.9321,0.0983
36085014608,114205,169148,3304,0.8896,0.0726
36085014700,103646,116534,3288,0.8799,0.0237
36085015100,104191,134706,6017,0.9453,0.0422
36085015601,125774,147386,6262,0.934,0.0291
36085015602,123291,135924,3533,0.9334,0.0996
36085015603,74656,117679,4903,0.896,0.0985
36085016901,136506,186595,3870,0.877,0.0457
36085017005,101509,156168,4873,0.9113,0.0435
36085017007,93634,106389,6457,0.9636,0.076
36085017009,91641,169643,5186,0.9759,0.0256
36085017011,119352,152703,4920,0.9394,0.0849
36085017012,103068,158938,4364,0.906,0.0713
36085017013,81611,136400,4158,0.9362,0.0471
36085017014,97692,150987,4377,0.9473,0.0288
36085017015,126588,222985,2940,0.9463,0.0146
36085017016,113068,147979,4758,0.909,0.0336
36085017300,39974,111000,2372,0.6548,0.1391
36085017600,160870,187328,4963,0.9303,0.0385
36085017701,144375,177193,3556,0.8486,0.0169
36085017702,101608,131313,2331,0.95,0.0626
36085018100,91592,218250,3268,0.7994,0.0735
36085018701,122148,131250,1931,0.9437,0.0971
36085018703,80778,76250,4794,0.7968,0.095
36085018704,112091,188281,3770,0.8763,0.0688
36085018901,133946,207616,5216,0.8844,0.0217
36085018902,102219,133643,6277,0.9576,0.1936
36085019700,89868,116250,1840,0.9496,0.0837
36085019800,88013,135382,7733,0.9424,0.0895
36085020100,104750,200029,3777,0.8919,0.1433
36085020701,63750,98812,3168,0.791,0.1966
36085020702,28523,44210,2311,0.4888,0.4115
36085020803,133630,198098,8451,0.9746,0.1088
36085020804,92500,138692,6055,0.9386,0.0335
36085020805,116765,107500,6446,0.955,0.0309
36085020806,79744,198500,2514,0.8576,0.0637
36085021300,74141,132800,5027,0.8222,0.165
36085022300,56696,120313,2765,0.7974,0.2043
36085022601,126364,168523,6946,0.9459,0.0415
36085023100,80234,119432,5259,0.8305,0.111
36085023900,74837,88438,3729,0.8155,0.1536
36085024401,118592,183817,5704,0.8971,0.0412
36085024402,117019,193750,5028,0.9339,0.0267
36085024700,74263,131786,2886,0.7468,0.1268
36085024800,125446,126094,4864,0.9837,0.0552
36085025100,112244,154628,6002,0.943,0.0203
36085027301,87303,125938,4034,0.9178,0.083
36085027302,81083,148949,4158,0.9192,0.1688
36085027702,82721,152188,6540,0.8444,0.1213
36085027704,79575,147976,4832,0.8679,0.1265
36085027705,95231,108508,6401,0.9311,0.0926
36085027706,73322,113649,3625,0.8596,0.1908
36085027900,128750,195500,2288,0.9277,0.0612
36085029102,89286,138393,3322,0.948,0.1054
36085029104,104904,175809,6819,0.9263,0.067
36085029105,97279,109375,4593,0.9414,0.0718
36085029106,127671,184135,3529,0.9638,0.0615
36085030301,95913,143026,5628,0.8888,0.0304
36085030302,85842,92011,6663,0.8821,0.1861
36085031902,76066,175025,5298,0.6431,0.2341
36085032300,86471,250001,1105,0.769,0.0706
