GEOID,TCoL_2021,TCoL_2023,TCoL_mapping
36081065401,92275,115496,Queens
36081065402,92275,115496,Queens
36081065600,92275,115496,Queens
36081065702,92275,115496,Queens
36081065703,92275,115496,Queens
36081066000,92275,115496,Queens
36081066302,92275,115496,Queens
36081066302,92275,115496,Queens
36081066402,92275,115496,Queens
36081066403,92275,115496,Queens
36081066701,92275,115496,Queens
36081067100,92275,115496,Queens
36081067700,92275,115496,Queens
36081067900,92275,115496,Queens
36081068200,92275,115496,Queens
36081068300,92275,115496,Queens
36081069300,92275,115496,Queens
36081069500,92275,115496,Queens
36081069701,92275,115496,Queens
36081069702,92275,115496,Queens
36081070300,92275,115496,Queens
36081070700,92275,115496,Queens
36081070900,92275,115496,Queens
36081071303,92275,115496,Queens
36081071304,92275,115496,Queens
36081071305,92275,115496,Queens
36081071701,92275,115496,Queens
36081071900,92275,115496,Queens
36081072100,92275,115496,Queens
36081072300,92275,115496,Queens
36081072900,92275,115496,Queens
36081073700,92275,115496,Queens
36081073900,92275,115496,Queens
36081074100,92275,115496,Queens
36081074300,92275,115496,Queens
36081074500,92275,115496,Queens
36081074700,92275,115496,Queens
36081075701,92275,115496,Queens
36081075702,92275,115496,Queens
36081077902,92275,115496,Queens
36081077903,92275,115496,Queens
36081077904,92275,115496,Queens
36081077905,92275,115496,Queens
36081077906,92275,115496,Queens
36081077907,92275,115496,Queens
36081077908,92275,115496,Queens
36081078800,92275,115496,Queens
36081079000,92275,115496,Queens
36081079200,92275,115496,Queens
36081079300,92275,115496,Queens
36081079701,92275,115496,Queens
36081079702,92275,115496,Queens
36081079900,92275,115496,Queens
36081080301,92275,115496,Queens
36081080302,92275,115496,Queens
36081081400,92275,115496,Queens
36081081800,92275,115496,Queens
36081083700,92275,115496,Queens
36081083800,92275,115496,Queens
36081084000,92275,115496,Queens
36081084500,92275,115496,Queens
36081084601,92275,115496,Queens
36081084602,92275,115496,Queens
36081084901,92275,115496,Queens
36081084902,92275,115496,Queens
36081085700,92275,115496,Queens
36081085900,92275,115496,Queens
36081086100,92275,115496,Queens
36081086400,92275,115496,Queens
36081086500,92275,115496,Queens
36081086900,92275,115496,Queens
36081087100,92275,115496,Queens
36081088902,92275,115496,Queens
36081088903,92275,115496,Queens
36081089202,92275,115496,Queens
36081091602,92275,115496,Queens
36081091603,92275,115496,Queens
36081091604,92275,115496,Queens
36081091800,92275,115496,Queens
36081092200,92275,115496,Queens
36081092500,92275,115496,Queens
36081092800,92275,115496,Queens
36081092900,92275,115496,Queens
36081093401,92275,115496,Queens
36081093402,92275,115496,Queens
36081093800,92275,115496,Queens
36081094203,92275,115496,Queens
36081094500,92275,115496,Queens
36081094700,92275,115496,Queens
36081097204,92275,115496,Queens
36081097205,92275,115496,Queens
36081097206,92275,115496,Queens
36081097207,92275,115496,Queens
36081099703,92275,115496,Queens
36081099704,92275,115496,Queens
36081099801,92275,115496,Queens
36081099802,92275,115496,Queens
36081099900,92275,115496,Queens
36081100801,92275,115496,Queens
36081100803,92275,115496,Queens
36081100804,92275,115496,Queens
36081101002,92275,115496,Queens
36081101003,92275,115496,Queens
36081101004,92275,115496,Queens
36081103300,92275,115496,Queens
36081103900,92275,115496,Queens
36081104700,92275,115496,Queens
36081105900,92275,115496,Queens
36081108500,92275,115496,Queens
36081109300,92275,115496,Queens
36081109700,92275,115496,Queens
36081109900,92275,115496,Queens
36081113300,92275,115496,Queens
36081113900,92275,115496,Queens
36081114100,92275,115496,Queens
36081114700,92275,115496,Queens
36081115100,92275,115496,Queens
36081115500,92275,115496,Queens
36081115700,92275,115496,Queens
36081115900,92275,115496,Queens
36081116100,92275,115496,Queens
36081116301,92275,115496,Queens
36081117100,92275,115496,Queens
36081117500,92275,115496,Queens
36081118100,92275,115496,Queens
36081118500,92275,115496,Queens
36081118700,92275,115496,Queens
36081118900,92275,115496,Queens
36081119100,92275,115496,Queens
36081119300,92275,115496,Queens
36081119500,92275,115496,Queens
36081119900,92275,115496,Queens
36081120100,92275,115496,Queens
36081120300,92275,115496,Queens
36081120500,92275,115496,Queens
36081120701,92275,115496,Queens
36081120702,92275,115496,Queens
36081121100,92275,115496,Queens
36081121500,92275,115496,Queens
36081122300,92275,115496,Queens
36081122703,92275,115496,Queens
36081122704,92275,115496,Queens
36081124100,92275,115496,Queens
36081124700,92275,115496,Queens
36081126500,92275,115496,Queens
36081129102,92275,115496,Queens
36081129104,92275,115496,Queens
36081130100,92275,115496,Queens
36081133900,92275,115496,Queens
36081134100,92275,115496,Queens
36081134701,92275,115496,Queens
36081134702,92275,115496,Queens
36081136700,92275,115496,Queens
36081137700,92275,115496,Queens
36081138501,92275,115496,Queens
36081140300,92275,115496,Queens
36081140901,92275,115496,Queens
36081140902,92275,115496,Queens
36081141700,92275,115496,Queens
36081142900,92275,115496,Queens
36081144100,92275,115496,Queens
36081144700,92275,115496,Queens
36081145101,92275,115496,Queens
36081145102,92275,115496,Queens
36081145900,92275,115496,Queens
36081146300,92275,115496,Queens
36081146700,92275,115496,Queens
36081147100,92275,115496,Queens
36081147900,92275,115496,Queens
36081150701,92275,115496,Queens
36081150702,92275,115496,Queens
36081152902,92275,115496,Queens
36081155101,92275,115496,Queens
36081155103,92275,115496,Queens
36081155104,92275,115496,Queens
36081157902,92275,115496,Queens
36005036100,85507,107246,Bronx
36005012701,85507,107246,Bronx
36005015900,85507,107246,Bronx
36005020502,85507,107246,Bronx
36005039902,85507,107246,Bronx
36005000400,85507,107246,Bronx
36081093900,92275,115496,Queens
36005042600,85507,107246,Bronx
36061003800,130802,151723,S_Manhattan
36061001001,130802,151723,S_Manhattan
36061001502,130802,151723,S_Manhattan
36061004800,130802,151723,S_Manhattan
36061004400,130802,151723,S_Manhattan
36061006400,130802,151723,S_Manhattan
36061022900,91898,123688,N_Manhattan
36061017800,91898,123688,N_Manhattan
36061000500,130802,151723,S_Manhattan
36061031900,130802,151723,S_Manhattan
36081008700,92275,115496,Queens
36081071600,92275,115496,Queens
36081094201,92275,115496,Queens
36081094202,92275,115496,Queens
36081111300,92275,115496,Queens
36081148300,92275,115496,Queens
36081080900,92275,115496,Queens
36081122702,92275,115496,Queens
36081125700,92275,115496,Queens
36081126700,92275,115496,Queens
36081139900,92275,115496,Queens
36081143500,92275,115496,Queens
36081157901,92275,115496,Queens
36081157903,92275,115496,Queens
36081042400,92275,115496,Queens
36081043400,92275,115496,Queens
36081042600,92275,115496,Queens
36081043200,92275,115496,Queens
36081045200,92275,115496,Queens
36081045400,92275,115496,Queens
36081005900,92275,115496,Queens
36081006100,92275,115496,Queens
36081058100,92275,115496,Queens
36081058300,92275,115496,Queens
36061023501,91898,123688,N_Manhattan
36081047900,92275,115496,Queens
36081062400,92275,115496,Queens
36081062000,92275,115496,Queens
36081063000,92275,115496,Queens
36005019300,85507,107246,Bronx
36061021900,91898,123688,N_Manhattan
36061022302,91898,123688,N_Manhattan
36081133300,92275,115496,Queens
36061012400,130802,151723,S_Manhattan
36005021200,85507,107246,Bronx
36005022200,85507,107246,Bronx
36081065501,92275,115496,Queens
36061027900,91898,123688,N_Manhattan
36061028300,91898,123688,N_Manhattan
36061028500,91898,123688,N_Manhattan
36061014401,130802,151723,S_Manhattan
36061001600,130802,151723,S_Manhattan
36081037100,92275,115496,Queens
36005008900,85507,107246,Bronx
36061001200,130802,151723,S_Manhattan
36081112300,92275,115496,Queens
36081112900,92275,115496,Queens
36005042901,85507,107246,Bronx
36081026300,92275,115496,Queens
36081013600,92275,115496,Queens
36081005400,92275,115496,Queens
36081008600,92275,115496,Queens
36081066401,92275,115496,Queens
36081066404,92275,115496,Queens
36081066900,92275,115496,Queens
36081030600,92275,115496,Queens
36081048500,92275,115496,Queens
36081012500,92275,115496,Queens
36005038900,85507,107246,Bronx
36005029301,91898,123688,N_Manhattan
36005029302,91898,123688,N_Manhattan
36081013000,92275,115496,Queens
36081073100,92275,115496,Queens
36081074900,92275,115496,Queens
36005042500,85507,107246,Bronx
36081026502,92275,115496,Queens
36081026501,92275,115496,Queens
36081048301,92275,115496,Queens
36005002800,85507,107246,Bronx
36005005200,85507,107246,Bronx
36081066100,92275,115496,Queens
36081065900,92275,115496,Queens
36081066501,92275,115496,Queens
36005020000,85507,107246,Bronx
36005025600,85507,107246,Bronx
36081102900,92275,115496,Queens
36081097300,92275,115496,Queens
36081098100,92275,115496,Queens
36081060100,92275,115496,Queens
36081063302,92275,115496,Queens
36081063500,92275,115496,Queens
36081062100,92275,115496,Queens
36081063700,92275,115496,Queens
36081077500,92275,115496,Queens
36005039700,85507,107246,Bronx
36005039300,85507,107246,Bronx
36005029700,91898,123688,N_Manhattan
36081063900,92275,115496,Queens
36081064102,92275,115496,Queens
36081046300,92275,115496,Queens
36081047100,92275,115496,Queens
36005035000,85507,107246,Bronx
36005035800,85507,107246,Bronx
36081077300,92275,115496,Queens
36081024900,92275,115496,Queens
36081026100,92275,115496,Queens
36061021000,91898,123688,N_Manhattan
36061021200,91898,123688,N_Manhattan
36005027600,85507,107246,Bronx
36061015502,130802,151723,S_Manhattan
36081010701,92275,115496,Queens
36081012301,92275,115496,Queens
36005037800,85507,107246,Bronx
36081085300,92275,115496,Queens
36005026900,85507,107246,Bronx
36081161700,92275,115496,Queens
36081035700,92275,115496,Queens
36005009301,85507,107246,Bronx
36005023501,85507,107246,Bronx
36005023502,85507,107246,Bronx
36081099701,92275,115496,Queens
36081101700,92275,115496,Queens
36005023702,85507,107246,Bronx
36005039901,85507,107246,Bronx
36005023703,85507,107246,Bronx
36005040100,85507,107246,Bronx
36005016900,85507,107246,Bronx
36081085500,92275,115496,Queens
36081086300,92275,115496,Queens
36061030700,91898,123688,N_Manhattan
36005014702,85507,107246,Bronx
36081028803,92275,115496,Queens
36081029400,92275,115496,Queens
36005014300,85507,107246,Bronx
36005018501,85507,107246,Bronx
36081004401,92275,115496,Queens
36081005800,92275,115496,Queens
36061020101,91898,123688,N_Manhattan
36061020300,91898,123688,N_Manhattan
36081116302,92275,115496,Queens
36081116700,92275,115496,Queens
36081090700,92275,115496,Queens
36081091900,92275,115496,Queens
36081000103,92275,115496,Queens
36081029700,92275,115496,Queens
36061018500,130802,151723,S_Manhattan
36081022900,92275,115496,Queens
36081051500,92275,115496,Queens
36081000102,92275,115496,Queens
36061023804,130802,151723,S_Manhattan
36061018900,130802,151723,S_Manhattan
36061019100,130802,151723,S_Manhattan
36081030906,92275,115496,Queens
36081098700,92275,115496,Queens
36061013700,130802,151723,S_Manhattan
36061013900,130802,151723,S_Manhattan
36061014500,130802,151723,S_Manhattan
36061027700,91898,123688,N_Manhattan
36081010600,92275,115496,Queens
36081016600,92275,115496,Queens
36061001002,130802,151723,S_Manhattan
36005003300,85507,107246,Bronx
36081056000,92275,115496,Queens
36081162100,92275,115496,Queens
36081097202,92275,115496,Queens
36081099200,92275,115496,Queens
36081045800,92275,115496,Queens
36081046200,92275,115496,Queens
36081046600,92275,115496,Queens
36061022700,91898,123688,N_Manhattan
36061025900,91898,123688,N_Manhattan
36061006000,130802,151723,S_Manhattan
36005001901,85507,107246,Bronx
36081015500,92275,115496,Queens
36081015900,92275,115496,Queens
36061002000,130802,151723,S_Manhattan
36005009000,85507,107246,Bronx
36005009800,85507,107246,Bronx
36081000101,92275,115496,Queens
36081107201,92275,115496,Queens
36005020100,85507,107246,Bronx
36005020501,85507,107246,Bronx
36061007900,130802,151723,S_Manhattan
36061009901,130802,151723,S_Manhattan
36061014601,130802,151723,S_Manhattan
36061014602,130802,151723,S_Manhattan
36061014802,130802,151723,S_Manhattan
36061026100,91898,123688,N_Manhattan
36061025300,91898,123688,N_Manhattan
36061026300,91898,123688,N_Manhattan
36061019800,91898,123688,N_Manhattan
36061019000,91898,123688,N_Manhattan
36061020000,91898,123688,N_Manhattan
36061027300,91898,123688,N_Manhattan
36061027500,91898,123688,N_Manhattan
36061000700,130802,151723,S_Manhattan
36061000900,130802,151723,S_Manhattan
36061003001,130802,151723,S_Manhattan
36061005900,130802,151723,S_Manhattan
36061006100,130802,151723,S_Manhattan
36061005000,130802,151723,S_Manhattan
36061008603,130802,151723,S_Manhattan
36061010601,130802,151723,S_Manhattan
36061012800,130802,151723,S_Manhattan
36061004700,130802,151723,S_Manhattan
36061004900,130802,151723,S_Manhattan
36061013203,130802,151723,S_Manhattan
36061013400,130802,151723,S_Manhattan
36061011000,130802,151723,S_Manhattan
36061013800,130802,151723,S_Manhattan
36061014000,130802,151723,S_Manhattan
36061013603,130802,151723,S_Manhattan
36061013604,130802,151723,S_Manhattan
36061014402,130802,151723,S_Manhattan
36061014200,130802,151723,S_Manhattan
36061002202,130802,151723,S_Manhattan
36061003002,130802,151723,S_Manhattan
36061018200,91898,123688,N_Manhattan
36061018800,91898,123688,N_Manhattan
36061017900,130802,151723,S_Manhattan
36061018300,130802,151723,S_Manhattan
36061016800,91898,123688,N_Manhattan
36081045500,92275,115496,Queens
36081071702,92275,115496,Queens
36005006700,85507,107246,Bronx
36005006900,85507,107246,Bronx
36005003100,85507,107246,Bronx
36005038304,85507,107246,Bronx
36005036502,85507,107246,Bronx
36005036700,85507,107246,Bronx
36005002001,85507,107246,Bronx
36005002400,85507,107246,Bronx
36005007700,85507,107246,Bronx
36061023000,91898,123688,N_Manhattan
36061023200,91898,123688,N_Manhattan
36005043502,85507,107246,Bronx
36005043502,85507,107246,Bronx
36005043503,85507,107246,Bronx
36005022401,85507,107246,Bronx
36005023000,85507,107246,Bronx
36081095400,92275,115496,Queens
36081096400,92275,115496,Queens
36061020901,91898,123688,N_Manhattan
36061025700,91898,123688,N_Manhattan
36061019701,91898,123688,N_Manhattan
36061020102,91898,123688,N_Manhattan
36005015500,85507,107246,Bronx
36005038500,85507,107246,Bronx
36005039500,85507,107246,Bronx
36005028300,91898,123688,N_Manhattan
36005028500,91898,123688,N_Manhattan
36061006600,130802,151723,S_Manhattan
36061005600,130802,151723,S_Manhattan
36061007400,130802,151723,S_Manhattan
36081009100,92275,115496,Queens
36061015200,130802,151723,S_Manhattan
36081033100,92275,115496,Queens
36081076901,92275,115496,Queens
36081076902,92275,115496,Queens
36081029900,92275,115496,Queens
36081031700,92275,115496,Queens
36061002500,130802,151723,S_Manhattan
36005027401,85507,107246,Bronx
36005027402,85507,107246,Bronx
36081071100,92275,115496,Queens
36081071306,92275,115496,Queens
36061016700,130802,151723,S_Manhattan
36081059200,92275,115496,Queens
36081062200,92275,115496,Queens
36081000104,92275,115496,Queens
36081063800,92275,115496,Queens
36081129103,92275,115496,Queens
36061023300,91898,123688,N_Manhattan
36061023700,91898,123688,N_Manhattan
36005041400,85507,107246,Bronx
36005041800,85507,107246,Bronx
36081053501,92275,115496,Queens
36081052500,92275,115496,Queens
36081059502,92275,115496,Queens
36005016500,85507,107246,Bronx
36005016700,85507,107246,Bronx
36081002500,92275,115496,Queens
36061021400,91898,123688,N_Manhattan
36061023600,91898,123688,N_Manhattan
36005041100,85507,107246,Bronx
36005041300,85507,107246,Bronx
36005030202,85507,107246,Bronx
36005046205,85507,107246,Bronx
36081156700,92275,115496,Queens
36081157101,92275,115496,Queens
36081157102,92275,115496,Queens
36005043501,85507,107246,Bronx
36005045101,85507,107246,Bronx
36005028400,85507,107246,Bronx
36081000701,92275,115496,Queens
36081001901,92275,115496,Queens
36061012902,130802,151723,S_Manhattan
36061013501,130802,151723,S_Manhattan
36061013502,130802,151723,S_Manhattan
36005014500,85507,107246,Bronx
36005014701,85507,107246,Bronx
36081001903,92275,115496,Queens
36081003301,92275,115496,Queens
36061011500,130802,151723,S_Manhattan
36081008800,92275,115496,Queens
36081006202,92275,115496,Queens
36061015900,130802,151723,S_Manhattan
36061016300,130802,151723,S_Manhattan
36085000300,88176,110453,Staten Island
36085000600,88176,110453,Staten Island
36085000700,88176,110453,Staten Island
36085000800,88176,110453,Staten Island
36085000900,88176,110453,Staten Island
36085001100,88176,110453,Staten Island
36085001700,88176,110453,Staten Island
36085002001,88176,110453,Staten Island
36085002100,88176,110453,Staten Island
36085002700,88176,110453,Staten Island
36085002900,88176,110453,Staten Island
36085003300,88176,110453,Staten Island
36085003600,88176,110453,Staten Island
36085003900,88176,110453,Staten Island
36085004001,88176,110453,Staten Island
36085004002,88176,110453,Staten Island
36085004003,88176,110453,Staten Island
36085004004,88176,110453,Staten Island
36085004700,88176,110453,Staten Island
36085005000,88176,110453,Staten Island
36085005902,88176,110453,Staten Island
36085006400,88176,110453,Staten Island
36085006700,88176,110453,Staten Island
36085007001,88176,110453,Staten Island
36085007002,88176,110453,Staten Island
36085007400,88176,110453,Staten Island
36085008100,88176,110453,Staten Island
36085009601,88176,110453,Staten Island
36085009602,88176,110453,Staten Island
36085009701,88176,110453,Staten Island
36085009702,88176,110453,Staten Island
36085010500,88176,110453,Staten Island
36085011201,88176,110453,Staten Island
36085011203,88176,110453,Staten Island
36085011401,88176,110453,Staten Island
36085011402,88176,110453,Staten Island
36085012100,88176,110453,Staten Island
36085012200,88176,110453,Staten Island
36085012805,88176,110453,Staten Island
36085012806,88176,110453,Staten Island
36085013301,88176,110453,Staten Island
36085013302,88176,110453,Staten Island
36085013400,88176,110453,Staten Island
36085014607,88176,110453,Staten Island
36085014608,88176,110453,Staten Island
36085015100,88176,110453,Staten Island
36085015400,88176,110453,Staten Island
36085015601,88176,110453,Staten Island
36085015602,88176,110453,Staten Island
36085015603,88176,110453,Staten Island
36085016901,88176,110453,Staten Island
36085017005,88176,110453,Staten Island
36085017007,88176,110453,Staten Island
36085017009,88176,110453,Staten Island
36085017011,88176,110453,Staten Island
36085017012,88176,110453,Staten Island
36085017013,88176,110453,Staten Island
36085017014,88176,110453,Staten Island
36085017015,88176,110453,Staten Island
36085017300,88176,110453,Staten Island
36085017600,88176,110453,Staten Island
36085017701,88176,110453,Staten Island
36085017702,88176,110453,Staten Island
36085018100,88176,110453,Staten Island
36085018701,88176,110453,Staten Island
36085018703,88176,110453,Staten Island
36085018704,88176,110453,Staten Island
36085018901,88176,110453,Staten Island
36085018902,88176,110453,Staten Island
36085019700,88176,110453,Staten Island
36085020100,88176,110453,Staten Island
36085020701,88176,110453,Staten Island
36085020702,88176,110453,Staten Island
36085020804,88176,110453,Staten Island
36085020805,88176,110453,Staten Island
36085020806,88176,110453,Staten Island
36085022300,88176,110453,Staten Island
36085022601,88176,110453,Staten Island
36085022602,88176,110453,Staten Island
36085022801,88176,110453,Staten Island
36085023100,88176,110453,Staten Island
36085023900,88176,110453,Staten Island
36085024401,88176,110453,Staten Island
36085024402,88176,110453,Staten Island
36085024800,88176,110453,Staten Island
36085025100,88176,110453,Staten Island
36085027301,88176,110453,Staten Island
36085027302,88176,110453,Staten Island
36085027702,88176,110453,Staten Island
36085027704,88176,110453,Staten Island
36085027705,88176,110453,Staten Island
36085027706,88176,110453,Staten Island
36085027900,88176,110453,Staten Island
36085029102,88176,110453,Staten Island
36085029104,88176,110453,Staten Island
36085029105,88176,110453,Staten Island
36085030301,88176,110453,Staten Island
36085030302,88176,110453,Staten Island
36085031901,88176,110453,Staten Island
36085031902,88176,110453,Staten Island
36085032300,88176,110453,Staten Island
36047000100,105204,142051,NW_BK
36047000200,88545,113549,BK_rest
36047000301,105204,142051,NW_BK
36047000501,105204,142051,NW_BK
36047000502,105204,142051,NW_BK
36047000700,105204,142051,NW_BK
36047000900,105204,142051,NW_BK
36047001100,105204,142051,NW_BK
36047001501,105204,142051,NW_BK
36047001502,105204,142051,NW_BK
36047001802,88545,113549,BK_rest
36047001803,88545,113549,BK_rest
36047001804,88545,113549,BK_rest
36047002000,88545,113549,BK_rest
36047002200,88545,113549,BK_rest
36047002300,105204,142051,NW_BK
36047002901,105204,142051,NW_BK
36047003000,88545,113549,BK_rest
36047003101,105204,142051,NW_BK
36047003102,105204,142051,NW_BK
36047003300,105204,142051,NW_BK
36047003400,88545,113549,BK_rest
36047003500,105204,142051,NW_BK
36047003600,88545,113549,BK_rest
36047003700,105204,142051,NW_BK
36047003800,88545,113549,BK_rest
36047003900,105204,142051,NW_BK
36047004100,105204,142051,NW_BK
36047004300,105204,142051,NW_BK
36047004400,88545,113549,BK_rest
36047004500,105204,142051,NW_BK
36047004600,88545,113549,BK_rest
36047004700,105204,142051,NW_BK
36047004900,105204,142051,NW_BK
36047005000,88545,113549,BK_rest
36047005201,88545,113549,BK_rest
36047005202,88545,113549,BK_rest
36047005301,105204,142051,NW_BK
36047005302,105204,142051,NW_BK
36047005400,88545,113549,BK_rest
36047005601,88545,113549,BK_rest
36047005602,88545,113549,BK_rest
36047005800,88545,113549,BK_rest
36047006000,88545,113549,BK_rest
36047006200,88545,113549,BK_rest
36047006400,88545,113549,BK_rest
36047006500,105204,142051,NW_BK
36047006600,88545,113549,BK_rest
36047006700,105204,142051,NW_BK
36047006800,88545,113549,BK_rest
36047006901,105204,142051,NW_BK
36047006902,105204,142051,NW_BK
36047007000,88545,113549,BK_rest
36047007100,105204,142051,NW_BK
36047007200,88545,113549,BK_rest
36047007400,88545,113549,BK_rest
36047007600,88545,113549,BK_rest
36047007800,88545,113549,BK_rest
36047008000,88545,113549,BK_rest
36047008200,88545,113549,BK_rest
36047008400,88545,113549,BK_rest
36047008500,105204,142051,NW_BK
36047008600,88545,113549,BK_rest
36047008800,88545,113549,BK_rest
36047009001,88545,113549,BK_rest
36047009002,88545,113549,BK_rest
36047009201,88545,113549,BK_rest
36047009202,88545,113549,BK_rest
36047009401,88545,113549,BK_rest
36047009402,88545,113549,BK_rest
36047009600,88545,113549,BK_rest
36047009800,88545,113549,BK_rest
36047010000,88545,113549,BK_rest
36047010200,88545,113549,BK_rest
36047010401,88545,113549,BK_rest
36047010402,88545,113549,BK_rest
36047010601,88545,113549,BK_rest
36047010602,88545,113549,BK_rest
36047010801,88545,113549,BK_rest
36047010802,88545,113549,BK_rest
36047011000,88545,113549,BK_rest
36047011200,88545,113549,BK_rest
36047011400,88545,113549,BK_rest
36047011600,88545,113549,BK_rest
36047011800,88545,113549,BK_rest
36047011901,105204,142051,NW_BK
36047011902,105204,142051,NW_BK
36047012000,88545,113549,BK_rest
36047012100,105204,142051,NW_BK
36047012200,88545,113549,BK_rest
36047012600,88545,113549,BK_rest
36047012700,105204,142051,NW_BK
36047012801,88545,113549,BK_rest
36047012901,105204,142051,NW_BK
36047012902,105204,142051,NW_BK
36047013000,88545,113549,BK_rest
36047013100,105204,142051,NW_BK
36047013200,88545,113549,BK_rest
36047013300,105204,142051,NW_BK
36047013400,88545,113549,BK_rest
36047013500,105204,142051,NW_BK
36047013600,88545,113549,BK_rest
36047013700,105204,142051,NW_BK
36047013800,88545,113549,BK_rest
36047013900,105204,142051,NW_BK
36047014000,88545,113549,BK_rest
36047014101,105204,142051,NW_BK
36047014200,88545,113549,BK_rest
36047014700,88545,113549,BK_rest
36047014800,88545,113549,BK_rest
36047014901,105204,142051,NW_BK
36047014902,88545,113549,BK_rest
36047015000,88545,113549,BK_rest
36047015100,105204,142051,NW_BK
36047015200,88545,113549,BK_rest
36047015300,105204,142051,NW_BK
36047015400,88545,113549,BK_rest
36047015500,105204,142051,NW_BK
36047015700,105204,142051,NW_BK
36047015900,105204,142051,NW_BK
36047016000,88545,113549,BK_rest
36047016100,88545,113549,BK_rest
36047016200,88545,113549,BK_rest
36047016300,88545,113549,BK_rest
36047016400,88545,113549,BK_rest
36047016500,105204,142051,NW_BK
36047016600,88545,113549,BK_rest
36047016700,105204,142051,NW_BK
36047016800,88545,113549,BK_rest
36047016900,88545,113549,BK_rest
36047017000,88545,113549,BK_rest
36047017200,88545,113549,BK_rest
36047017400,88545,113549,BK_rest
36047017500,88545,113549,BK_rest
36047017600,88545,113549,BK_rest
36047017800,88545,113549,BK_rest
36047017900,105204,142051,NW_BK
36047018000,88545,113549,BK_rest
36047018100,105204,142051,NW_BK
36047018200,88545,113549,BK_rest
36047018300,105204,142051,NW_BK
36047018400,88545,113549,BK_rest
36047018501,105204,142051,NW_BK
36047018600,88545,113549,BK_rest
36047018700,105204,142051,NW_BK
36047018800,88545,113549,BK_rest
36047019000,88545,113549,BK_rest
36047019100,105204,142051,NW_BK
36047019200,88545,113549,BK_rest
36047019300,105204,142051,NW_BK
36047019400,88545,113549,BK_rest
36047019500,105204,142051,NW_BK
36047019600,88545,113549,BK_rest
36047019700,105204,142051,NW_BK
36047019800,88545,113549,BK_rest
36047019900,105204,142051,NW_BK
36047020000,88545,113549,BK_rest
36047020100,105204,142051,NW_BK
36047020200,88545,113549,BK_rest
36047020300,88545,113549,BK_rest
36047020400,88545,113549,BK_rest
36047020500,88545,113549,BK_rest
36047020600,88545,113549,BK_rest
36047020700,88545,113549,BK_rest
36047020800,88545,113549,BK_rest
36047021000,88545,113549,BK_rest
36047021100,105204,142051,NW_BK
36047021200,88545,113549,BK_rest
36047021300,88545,113549,BK_rest
36047021400,88545,113549,BK_rest
36047021500,88545,113549,BK_rest
36047021600,88545,113549,BK_rest
36047021700,88545,113549,BK_rest
36047021800,88545,113549,BK_rest
36047021900,88545,113549,BK_rest
36047022000,88545,113549,BK_rest
36047022100,88545,113549,BK_rest
36047022200,88545,113549,BK_rest
36047022400,88545,113549,BK_rest
36047022600,88545,113549,BK_rest
36047022700,88545,113549,BK_rest
36047022800,88545,113549,BK_rest
36047022900,88545,113549,BK_rest
36047023000,88545,113549,BK_rest
36047023100,105204,142051,NW_BK
36047023200,88545,113549,BK_rest
36047023300,88545,113549,BK_rest
36047023400,88545,113549,BK_rest
36047023500,88545,113549,BK_rest
36047023600,88545,113549,BK_rest
